city,province,region_std,city_job_count,GDI_c,Exposure_c,SRI_c,entropy_c,GDI_group,Exposure_group,SRI_group,city_type,n_c,city_display_weight,GDI_c_weighted_display,Exposure_c_weighted_display,SRI_c_weighted_display,entropy_c_weighted_display,GDI_rank_raw,GDI_rank_weighted,SRI_rank_raw,SRI_rank_weighted,small_sample_threshold,small_sample_penalty_weight,small_sample_penalty_flag,GDI_c_penalty_display,GDI_rank_penalty,Exposure_c_penalty_display,Exposure_rank_raw,Exposure_rank_penalty,SRI_c_penalty_display,SRI_rank_penalty,entropy_c_penalty_display,entropy_rank_raw,entropy_rank_penalty
呼和浩特,内蒙古,西部,1223,0.0024529845,8.8878106074,-0.3194452104,3.6262228697,middle,high,high,高 GDI × 高 Exposure,1223,0.0946186509143485,0.0002320980841038,0.8409526492544245,-0.0302254748490982,0.3431083158457714,121.0,103.0,86.0,144.0,1000,1.0,0,0.0024529845,100.0,8.8878106074,58.0,28.0,-0.3194452104,147.0,3.6262228697,135.0,90.0
和田,新疆,西部,27,0.0,8.9316065403,0.7050156211,2.788292538,low,high,high,低 GDI × 高 Exposure,27,0.0140587078180564,0.0,0.1255668466959193,0.0099116086242104,0.0391997901030089,165.0,165.0,4.0,25.0,1000,0.16431676725154984,1,0.0,165.0,1.4676127130648955,55.0,322.0,0.11584588772099556,22.0,0.45816321599577914,315.0,325.0
咸宁,湖北,中部,902,0.0011086475,8.1733947661,-0.7482884953,3.8273187297,middle,low,middle,高 GDI × 低 Exposure,902,0.0812581240367316,9.00866160680124e-05,0.6641547257049266,-0.0608045193663466,0.3110007400660686,160.0,160.0,175.0,221.0,1000,0.9497368056467013,1,0.0010529233352382014,160.0,7.762573836445281,233.0,99.0,-0.7106771252283987,239.0,3.6349454645370685,63.0,89.0
咸阳,陕西,西部,1162,0.0008605852,8.1337908998,-1.8252494976,3.6922996079,middle,low,low,高 GDI × 低 Exposure,1162,0.092228806162569,7.937074559717575e-05,0.7501698242645225,-0.168340582112477,0.3405363848311389,162.0,162.0,289.0,333.0,1000,1.0,0,0.0008605852,162.0,8.1337908998,245.0,80.0,-1.8252494976,334.0,3.6922996079,112.0,83.0
哈密,新疆,西部,94,0.0,7.8830554081,-0.5017230942,3.4369927133,low,low,middle,低 GDI × 低 Exposure,94,0.0262317611827844,0.0,0.2067864268559363,-0.013161080386942,0.0901583720422558,165.0,165.0,120.0,86.0,1000,0.3065941943351178,1,0.0,165.0,2.416899021745513,297.0,296.0,-0.15382538784557143,89.0,1.053762011869884,194.0,275.0
哈尔滨,黑龙江,东北,2075,0.0086746988,8.9850787183,-0.0928819142,3.8074551149,high,high,high,高 GDI × 高 Exposure,2075,0.1232459263755423,0.0010691212896348,1.1073743501940545,-0.0114473175591126,0.4692533327691476,39.0,38.0,46.0,79.0,1000,1.0,0,0.0086746988,26.0,8.9850787183,43.0,20.0,-0.0928819142,66.0,3.8074551149,74.0,64.0
唐山,河北,东部,697,0.0043041607,8.5472560169,-1.6933299844,3.4587161308,high,middle,low,高 GDI × 高 Exposure,697,0.0714298786075198,0.0003074456763082,0.610529459714561,-0.1209543552281655,0.2470556733609148,77.0,81.0,281.0,303.0,1000,0.8348652585896721,1,0.003593394235817004,69.0,7.13580710478135,118.0,113.0,-1.4137023753037514,311.0,2.8875619369286123,189.0,122.0
商丘,河南,中部,378,0.0,7.9280435849,-3.1775386823,3.0772601463,low,low,low,低 GDI × 低 Exposure,378,0.0526028679559273,0.0,0.4170378298453313,-0.1671476477298781,0.1618727091418564,165.0,165.0,334.0,332.0,1000,0.6148170459575759,1,0.0,165.0,4.8742963370911285,287.0,178.0,-1.9536049460676141,338.0,1.891951992791144,282.0,195.0
商洛,陕西,西部,122,0.0,7.9611695723,-2.1975466515,3.150624153,low,low,low,低 GDI × 低 Exposure,122,0.0298843241408804,0.0,0.2379141720391274,-0.0656721964481323,0.0941542734343387,165.0,165.0,308.0,232.0,1000,0.3492849839314596,1,0.0,165.0,2.7807169861364307,283.0,273.0,-0.7675700468578105,250.0,1.1004657066546735,264.0,267.0
喀什地区,新疆,西部,121,0.0,9.3425292057,0.4157649083,3.158922778,low,high,high,低 GDI × 高 Exposure,121,0.0297615953917815,0.0,0.278048574155946,0.0123738269789257,0.0940145815927187,165.0,165.0,11.0,23.0,1000,0.3478505426185217,1,0.0,165.0,3.2498038536321316,9.0,251.0,0.14462404895389494,18.0,1.098833002417308,261.0,268.0
嘉兴,浙江,东部,11604,0.0053429852,8.2941547055,-0.5165815654,3.9503684766,high,middle,middle,高 GDI × 低 Exposure,11604,0.2914522303161154,0.0015572249530859,2.4173498875048782,-0.1505588493760202,1.1513437030755451,62.0,31.0,127.0,323.0,1000,1.0,0,0.0053429852,48.0,8.2941547055,196.0,66.0,-0.5165815654,200.0,3.9503684766,23.0,23.0
嘉峪关,甘肃,西部,61,0.0,8.2313044041,-2.0458319278,2.6051198796,low,middle,low,低 GDI × 低 Exposure,61,0.0211314082511933,0.0,0.1739390538028831,-0.0432313096796677,0.0550498517191273,165.0,165.0,302.0,182.0,1000,0.2469817807045694,1,0.0,165.0,2.0329822192459823,214.0,305.0,-0.5052832125503061,194.0,0.6434171468124814,325.0,312.0
四平,吉林,东北,102,0.0,8.968192012,-0.3685596259,3.2975562775,low,high,high,低 GDI × 高 Exposure,102,0.0273252163302574,0.0,0.245057786819187,-0.0100709715083162,0.090106438643886,165.0,165.0,96.0,75.0,1000,0.31937438845342625,1,0.0,165.0,2.864210839365402,48.0,269.0,-0.11770850513043607,81.0,1.0531550195173192,230.0,276.0
固原,宁夏,西部,65,0.0,7.8628990748,-1.5127804571,2.7556823171,low,low,low,低 GDI × 低 Exposure,65,0.0218132411862834,0.0,0.1715153139420171,-0.0329986449726183,0.0601103630156786,165.0,165.0,265.0,153.0,1000,0.25495097567963926,1,0.0,165.0,2.0046537907907926,299.0,306.0,-0.3856848535267357,167.0,0.702563895407774,318.0,306.0
塔城,新疆,西部,37,0.0,8.7493313647,-0.3418347625,3.1007011919,low,high,high,低 GDI × 高 Exposure,37,0.0164575197537295,0.0,0.1439922937664759,-0.0056257523563552,0.051029851116107,165.0,165.0,91.0,53.0,1000,0.19235384061671346,1,0.0,165.0,1.6829674908283159,72.0,317.0,-0.0657532294231771,54.0,0.596431782866786,277.0,316.0
大兴安岭,黑龙江,东北,17,0.0,8.8757013018,-0.0681389605,2.3021471895,low,high,high,低 GDI × 高 Exposure,17,0.0111554728533828,0.0,0.0990126449269646,-0.0007601223241154,0.0256815404769588,165.0,165.0,42.0,38.0,1000,0.130384048104053,1,0.0,165.0,1.157249865491097,60.0,329.0,-0.008884233503592166,38.0,0.3001632698983784,333.0,330.0
大同,山西,中部,448,0.0022321429,8.455994533,-2.1632115098,3.1436439401,middle,middle,low,高 GDI × 高 Exposure,448,0.0572667491106763,0.0001278275674334,0.4842473174025621,-0.123880090805044,0.1800262688110049,128.0,145.0,307.0,308.0,1000,0.6693280212272604,1,0.0014940357903534787,141.0,5.659834088281422,142.0,147.0,-1.4478980793504685,315.0,2.1041289778702015,265.0,171.0
大庆,黑龙江,东北,172,0.0,8.5410302564,-0.7151190218,3.2873550467,low,middle,middle,低 GDI × 高 Exposure,172,0.0354836058485013,0.0,0.303066551158222,-0.025375001504317,0.1166472107611845,165.0,165.0,168.0,132.0,1000,0.4147288270665544,1,0.0,165.0,3.542211460176724,120.0,238.0,-0.29658047312409574,143.0,1.3633609026692093,233.0,243.0
大理,云南,西部,562,0.0017793594,8.998962959,-0.4306792175,3.5791855932,middle,high,high,高 GDI × 高 Exposure,562,0.0641404024801655,0.0001141288280728,0.5771971060943614,-0.0276239383502927,0.229570404499058,138.0,148.0,108.0,136.0,1000,0.7496665925596525,1,0.0013339262983369877,147.0,6.746221898044058,40.0,124.0,-0.32286582146948245,148.0,2.6831958677928425,157.0,131.0
大连,辽宁,东北,6238,0.0081756973,8.6361656335,-0.7279474262,3.9931356401,high,high,middle,高 GDI × 高 Exposure,6238,0.2136909885856374,0.0017470728384139,1.8454707718119228,-0.1555558051430483,0.8532971024895113,40.0,29.0,171.0,328.0,1000,1.0,0,0.0081756973,28.0,8.6361656335,90.0,40.0,-0.7279474262,241.0,3.9931356401,14.0,14.0
天水,甘肃,西部,219,0.0,8.2079038858,-2.38870977,2.9255122571,low,middle,low,低 GDI × 低 Exposure,219,0.0400392174172662,0.0,0.3286380482235708,-0.095642069827778,0.1171352213189042,165.0,165.0,314.0,277.0,1000,0.4679743582719036,1,0.0,165.0,3.841088553714719,221.0,228.0,-1.1178549217135765,293.0,1.3690647211329607,304.0,242.0
天津,天津,东部,7051,0.0102113175,8.8994983228,0.1145534576,3.984058291,high,high,high,高 GDI × 高 Exposure,7051,0.2271898267427279,0.0023199074536399,2.021875482054129,0.0260253801849244,0.9051375128652186,23.0,22.0,28.0,20.0,1000,1.0,0,0.0102113175,17.0,8.8994983228,57.0,27.0,0.1145534576,23.0,3.984058291,16.0,16.0
天门,湖北,中部,278,0.0,8.2736269179,-0.7260470162,3.5436009,low,middle,middle,低 GDI × 低 Exposure,278,0.0451113600757008,0.0,0.373234563025398,-0.0327529683796864,0.1598566561644776,165.0,165.0,170.0,151.0,1000,0.5272570530585627,1,0.0,165.0,4.362328146837953,204.0,204.0,-0.38281341014357456,165.0,1.8683885677496705,168.0,198.0
太原,山西,中部,2317,0.0034527406,8.7011991222,-0.3459036343,3.6834294631,middle,high,high,高 GDI × 高 Exposure,2317,0.1302346478042377,0.0004496664560003,1.1331976031542594,-0.0450486379872663,0.4797101388385809,94.0,60.0,93.0,189.0,1000,1.0,0,0.0034527406,76.0,8.7011991222,81.0,37.0,-0.3459036343,155.0,3.6834294631,119.0,85.0
威海,山东,东部,494,0.0101214575,8.6326417255,-0.4882351639,3.8403240061,high,high,middle,高 GDI × 高 Exposure,494,0.0601349559905665,0.0006086534013228,0.5191235302452712,-0.0293600000941735,0.2309377150963398,24.0,48.0,118.0,141.0,1000,0.7028513356322231,1,0.007113879922419782,31.0,6.067463766802134,91.0,133.0,-0.3431567370497324,154.0,2.699176856947875,56.0,129.0
娄底,湖南,中部,351,0.0,8.4137018961,-1.073424724,3.5655954104,low,middle,low,低 GDI × 高 Exposure,351,0.0506893919047688,0.0,0.4264854327813094,-0.0544112465151043,0.1807378631316106,165.0,165.0,235.0,205.0,1000,0.5924525297439449,1,0.0,165.0,4.9847189728558705,159.0,169.0,-0.635953193223496,221.0,2.1124460209348794,161.0,170.0
孝感,湖北,中部,1591,0.0050282841,8.1229679026,-1.0674269374,3.8450170528,high,low,low,高 GDI × 低 Exposure,1591,0.1079191740475674,0.0005426482669485,0.8766239868634931,-0.1151958334403324,0.4149510645369879,69.0,55.0,233.0,298.0,1000,1.0,0,0.0050282841,52.0,8.1229679026,247.0,81.0,-1.0674269374,290.0,3.8450170528,52.0,49.0
宁德,福建,东部,756,0.0026455026,8.2812040188,-0.5541498708,3.7619684631,middle,middle,middle,高 GDI × 低 Exposure,756,0.0743916892829934,0.0001968034074165,0.6160527562556466,-0.0412241450047645,0.2798591889993557,116.0,113.0,137.0,179.0,1000,0.8694826047713663,1,0.0023002184915774217,106.0,7.200362840909331,199.0,110.0,-0.4818236730969001,190.0,3.2709661383639217,92.0,106.0
宁波,浙江,东部,31120,0.0054305913,8.5985258999,-0.0678812311,3.9464120276,high,high,high,高 GDI × 高 Exposure,31120,0.4772910790880327,0.002591972781663,4.103999705329668,-0.0323991060415431,1.8835872551791952,61.0,18.0,41.0,149.0,1000,1.0,0,0.0054305913,47.0,8.5985258999,103.0,45.0,-0.0678812311,56.0,3.9464120276,25.0,25.0
安庆,安徽,中部,788,0.0012690355,7.9367997222,-1.0506029029,3.6056740359,middle,low,middle,高 GDI × 低 Exposure,788,0.0759497995083356,9.638299179396052e-05,0.6027983476389043,-0.0797930798381304,0.2738502201190165,154.0,155.0,229.0,252.0,1000,0.8876936408468858,1,0.001126514743358948,155.0,7.04544664207227,286.0,116.0,-0.9326135159596082,274.0,3.200733912635156,147.0,109.0
安康,陕西,西部,212,0.0,8.4092179924,-2.2171222098,3.1818518319,low,middle,low,低 GDI × 高 Exposure,212,0.0393941245331772,0.0,0.33127378081924,-0.0873415884381342,0.1253462673119866,165.0,165.0,310.0,266.0,1000,0.4604345773288535,1,0.0,165.0,3.871894731996884,160.0,224.0,-1.0208397275556766,286.0,1.4650346033439148,255.0,229.0
安阳,河南,中部,384,0.0,7.9774821298,-3.3840334378,3.2548498028,low,low,low,低 GDI × 低 Exposure,384,0.053018707375296,0.0,0.4229557906315199,-0.1794170785869353,0.1725679292451933,165.0,165.0,338.0,335.0,1000,0.6196773353931867,1,0.0,165.0,4.943464869341228,278.0,171.0,-2.097008823617349,339.0,2.016956652904143,246.0,183.0
安顺,贵州,西部,172,0.0,7.7959087193,-1.9867180914,3.40164056,low,low,low,低 GDI × 低 Exposure,172,0.0354836058485013,0.0,0.2766269522265362,-0.0704959216873245,0.1207024728693154,165.0,165.0,299.0,239.0,1000,0.4147288270665544,1,0.0,165.0,3.233188079073213,312.0,253.0,-0.8239492637582256,255.0,1.4107583995508173,207.0,237.0
定西,甘肃,西部,103,0.0097087379,8.5325955249,-1.1014966124,3.0740915812,high,middle,low,高 GDI × 高 Exposure,103,0.027458836766849,0.0002665906492082,0.2342951477157758,-0.0302458156791288,0.0844109789345157,25.0,93.0,239.0,145.0,1000,0.3209361307176242,1,0.0031158847757775526,83.0,2.7384181927399216,121.0,277.0,-0.3535100607822267,158.0,0.9865870575419513,283.0,287.0
宜宾,四川,西部,1280,0.0,8.5503682166,-0.3250894969,3.8845239709,low,middle,high,低 GDI × 高 Exposure,1280,0.0967984733307172,0.0,0.8276625897823677,-0.0314681669957709,0.3760159899996956,165.0,165.0,87.0,147.0,1000,1.0,0,0.0,165.0,8.5503682166,117.0,49.0,-0.3250894969,150.0,3.8845239709,43.0,41.0
宜昌,湖北,中部,1553,0.003219575,8.491967475,-0.54586655,3.7981094813,middle,middle,middle,高 GDI × 高 Exposure,1553,0.1066225956426294,0.0003432794433661,0.9054356142972858,-0.0582017084354871,0.4049642914310869,101.0,75.0,132.0,219.0,1000,1.0,0,0.003219575,80.0,8.491967475,130.0,50.0,-0.54586655,207.0,3.7981094813,78.0,66.0
宜春,江西,中部,927,0.0021574973,8.1356363934,-1.0531826875,3.7884062123,middle,low,low,高 GDI × 低 Exposure,927,0.0823765103005471,0.0001777270985568,0.6701853351624217,-0.0867575145052017,0.3120756833701879,132.0,121.0,231.0,265.0,1000,0.9628083921528727,1,0.0020772565064871643,113.0,7.833058995069851,244.0,97.0,-1.0140131299951165,285.0,3.6475092940865177,81.0,88.0
宝鸡,陕西,西部,563,0.0,8.0522121612,-1.8724179883,3.4339215674,low,low,low,低 GDI × 低 Exposure,563,0.0641974415332162,0.0,0.5169314194316899,-0.1202044443296316,0.2204489790528118,165.0,165.0,293.0,301.0,1000,0.7503332592921628,1,0.0,165.0,6.0418425954251855,268.0,135.0,-1.4049374919184137,310.0,2.5765855618208944,197.0,135.0
宣城,安徽,中部,899,0.0033370412,7.8005456775,-0.7990825917,3.771649431,middle,low,middle,高 GDI × 低 Exposure,899,0.0811228815728927,0.0002707103980714,0.6328027431997729,-0.0648238824534393,0.3059670701254813,97.0,91.0,183.0,231.0,1000,0.9481561052906847,1,0.0031640359873865527,81.0,7.396135008720486,309.0,106.0,-0.7576550379518584,248.0,3.5761124350187874,86.0,94.0
宿州,安徽,中部,580,0.0,8.4399777292,-1.4921172504,3.5497940828,low,middle,low,低 GDI × 高 Exposure,580,0.0651594664956158,0.0,0.5499444460695511,-0.0972255639849691,0.2313026886045418,165.0,165.0,263.0,279.0,1000,0.7615773105863908,1,0.0,165.0,6.42769554041317,152.0,128.0,-1.1363626426391922,295.0,2.703442630714308,166.0,128.0
宿迁,江苏,东部,983,0.002034588,8.0961636579,-0.8464040956,3.7916765416,middle,low,middle,高 GDI × 低 Exposure,983,0.0848282059135362,0.0001725904498132,0.6867830378820298,-0.0717989409076171,0.3216411184283696,136.0,124.0,192.0,240.0,1000,0.991463564635635,1,0.0020172198710448875,117.0,8.027051280135016,251.0,87.0,-0.8391788217457767,258.0,3.7593091398800524,79.0,76.0
山南,西藏,西部,13,0.0,7.188674889,-0.0796068115,2.5325911608,low,low,high,低 GDI × 低 Exposure,13,0.0097551780204255,0.0,0.070126803273158,-0.0007765786178209,0.0247058776265602,165.0,165.0,45.0,40.0,1000,0.11401754250991379,1,0.0,165.0,0.8196350447465073,340.0,336.0,-0.009076573014279945,40.0,0.2887598203367459,326.0,331.0
岳阳,湖南,中部,827,0.0012091898,7.9118690874,-1.646926529,3.6895648056,middle,low,low,高 GDI × 低 Exposure,827,0.077806571316226,9.40829124085531e-05,0.6155954063934325,-0.1281417064312231,0.2870723871727541,156.0,157.0,276.0,312.0,1000,0.9093954035511725,1,0.0010996316461409615,157.0,7.195017381580171,291.0,111.0,-1.4977074154590868,319.0,3.3552732753168155,115.0,102.0
崇左,广西,西部,236,0.0042372881,8.8573199836,-1.3716233101,3.6921386977,high,high,low,高 GDI × 高 Exposure,236,0.041564209435158,0.0001761195300255,0.3681475028325608,-0.057010438527141,0.1534608260948543,78.0,123.0,254.0,215.0,1000,0.48579831205964474,1,0.002058467406690419,115.0,4.30287109740504,63.0,207.0,-0.6663322888282427,232.0,1.793634747232755,113.0,203.0
巴中,四川,西部,111,0.0,9.1993497279,-0.117542904,3.4514582681,low,high,high,低 GDI × 高 Exposure,111,0.028505260380028,0.0,0.2622298593207296,-0.0033505910843446,0.0983847166229911,165.0,165.0,49.0,46.0,1000,0.3331666249791536,1,0.0,165.0,3.064916300847338,19.0,259.0,-0.039161372615928655,46.0,1.1499107024392718,192.0,262.0
巴彦淖尔,内蒙古,西部,98,0.0,7.9102238775,-0.3004808649,3.1798639409,low,low,high,低 GDI × 低 Exposure,98,0.0267840693533115,0.0,0.2118679849351809,-0.0080481003248246,0.0851696963271601,165.0,165.0,80.0,62.0,1000,0.31304951684997057,1,0.0,165.0,2.4762917630264756,292.0,293.0,-0.09406538957960628,67.0,0.9954548703473883,258.0,285.0
巴音郭楞,新疆,西部,74,0.0135135135,9.1725202556,-0.0196457354,3.3857988037,high,high,high,高 GDI × 高 Exposure,74,0.0232744476387474,0.0003145195623712,0.2134853424043127,-0.0004572436398919,0.0788025969720494,13.0,80.0,39.0,36.0,1000,0.2720294101747089,1,0.0036760731067929657,67.0,2.495195274946438,21.0,291.0,-0.005344217813310398,36.0,0.921036851540746,209.0,294.0
常州,江苏,东部,19794,0.0047994342,8.2161354815,-0.5154473622,3.9391115585,high,middle,middle,高 GDI × 低 Exposure,19794,0.3806539194973043,0.0018269234395994,3.1275041741538474,-0.1962070587159766,1.49943825408016,73.0,26.0,125.0,340.0,1000,1.0,0,0.0047994342,55.0,8.2161354815,217.0,75.0,-0.5154473622,198.0,3.9391115585,26.0,26.0
常德,湖南,中部,586,0.0017064846,7.8856688338,-1.1927376828,3.5231455654,middle,low,low,高 GDI × 低 Exposure,586,0.0654956310646124,0.000111767285779,0.5164768566362777,-0.0781191072295295,0.2307506421383639,143.0,150.0,244.0,248.0,1000,0.7655063683601855,1,0.0013063248288085838,149.0,6.036529711053337,296.0,137.0,-0.9130482919665709,268.0,2.6969903669736466,170.0,130.0
平凉,甘肃,西部,83,0.0,8.3527140573,-1.425972688,2.9485932732,low,middle,low,低 GDI × 低 Exposure,83,0.0246491852751084,0.0,0.2058875963483907,-0.0351490649837564,0.0726804218920453,165.0,165.0,257.0,162.0,1000,0.28809720581775866,1,0.0,165.0,2.406393580902844,178.0,297.0,-0.41081874698523857,175.0,0.8494814831019591,300.0,300.0
平顶山,河南,中部,364,0.0,8.0396382543,-2.9349710969,3.3188912294,low,low,low,低 GDI × 低 Exposure,364,0.0516195500744188,0.0,0.4150025094480524,-0.1515018875034016,0.1713196720075629,165.0,165.0,329.0,325.0,1000,0.6033241251599343,1,0.0,165.0,4.850507716377889,269.0,181.0,-1.7707388694068853,330.0,2.0023671474787337,226.0,184.0
广元,四川,西部,145,0.0,8.4865965278,-0.6977928604,3.2843545732,low,middle,middle,低 GDI × 高 Exposure,145,0.0325797332478079,0.0,0.2764910510574968,-0.0227339052540568,0.1070033958860739,165.0,165.0,162.0,113.0,1000,0.3807886552931954,1,0.0,165.0,3.231599679836863,133.0,254.0,-0.2657116049849084,122.0,1.2506449614348847,235.0,250.0
广安,四川,西部,335,0.0059701493,8.3214733484,-0.4791540616,3.6834500712,high,middle,high,高 GDI × 低 Exposure,335,0.049520603249413,0.000295645394825,0.4120843801366807,-0.0237279981798383,0.1824066695649172,54.0,88.0,115.0,120.0,1000,0.5787918451395113,1,0.0034554737291053617,75.0,4.816400913599703,187.0,184.0,-0.2773304634195551,129.0,2.1319508631891124,118.0,168.0
广州,广东,东部,83087,0.0127216051,9.3149577891,0.4110771748,4.0761408502,high,high,high,高 GDI × 高 Exposure,83087,0.7798840927584838,0.0099213774518452,7.264587404435825,0.3205925495226187,3.178917408914021,15.0,4.0,13.0,4.0,1000,1.0,0,0.0127216051,8.0,9.3149577891,12.0,3.0,0.4110771748,8.0,4.0761408502,3.0,3.0
庆阳,甘肃,西部,132,0.0,8.1903676686,-2.8123881174,2.8867004463,low,middle,low,低 GDI × 低 Exposure,132,0.0310849725798194,0.0,0.2545973543970706,-0.0874230075131889,0.089733004219388,165.0,165.0,324.0,267.0,1000,0.363318042491699,1,0.0,165.0,2.9757083486430527,229.0,263.0,-1.0217913455406826,287.0,1.0487903554096298,310.0,278.0
廊坊,河北,东部,1105,0.0027149321,8.0807690947,-1.0351741708,3.4861113821,middle,low,middle,高 GDI × 低 Exposure,1105,0.0899382974481199,0.0002441763707612,0.7267706144487039,-0.0931018024840213,0.3135349224205864,115.0,101.0,228.0,273.0,1000,1.0,0,0.0027149321,93.0,8.0807690947,259.0,84.0,-1.0351741708,288.0,3.4861113821,181.0,99.0
延安,陕西,西部,195,0.0,8.4843300361,-2.738336325,3.1230772113,low,middle,low,低 GDI × 高 Exposure,195,0.0377816420123968,0.0,0.3205519201389564,-0.1034588427406924,0.1179949851744113,165.0,165.0,320.0,287.0,1000,0.44158804331639234,1,0.0,165.0,3.746578699491895,134.0,231.0,-1.2092165796989507,299.0,1.3791135548639821,274.0,240.0
延边,吉林,东北,126,0.0238095238,9.471609191,-0.6743142781,3.313235654,high,high,middle,高 GDI × 高 Exposure,126,0.0303702799745009,0.0007231019038655,0.2876554229397266,-0.0204791134167005,0.1006238944334788,4.0,44.0,157.0,108.0,1000,0.35496478698597694,1,0.008451542543904548,27.0,3.3620877388977366,6.0,245.0,-0.2393578240873693,115.0,1.176081988156454,228.0,254.0
开封,河南,中部,539,0.0,8.1601504225,-2.9221421081,3.3480545478,low,low,low,低 GDI × 低 Exposure,539,0.0628142105034881,0.0,0.5125734063790423,-0.1835520494992998,0.2103054031426698,165.0,165.0,328.0,336.0,1000,0.7341661937191061,1,0.0,165.0,5.99090657586218,236.0,138.0,-2.1453379490101017,340.0,2.4580284637222687,216.0,141.0
开平,广东,东部,249,0.0040160643,7.7733801443,-0.7628389389,3.6181724774,middle,low,middle,高 GDI × 低 Exposure,249,0.0426936412616665,0.0001714604085079,0.3318739032713056,-0.0325683719978269,0.1544729577729507,83.0,126.0,177.0,150.0,1000,0.498998997994986,1,0.002004012061583435,119.0,3.8789089030398194,313.0,222.0,-0.38065586614265834,164.0,1.805464440795636,142.0,201.0
张家口,河北,东部,445,0.0,8.4798709255,-1.8878603367,3.2779196643,low,middle,low,低 GDI × 高 Exposure,445,0.0570746856883669,0.0,0.4839859677508338,-0.1077490353406871,0.1870862345516398,165.0,165.0,294.0,293.0,1000,0.6670832032063166,1,0.0,165.0,5.656779459758653,136.0,148.0,-1.2593599206119914,304.0,2.1866451495142183,236.0,161.0
张家界,湖南,中部,105,0.0,8.4043895412,-1.1850794216,3.2044473341,low,middle,low,低 GDI × 高 Exposure,105,0.027724145699636,0.0,0.2330045201567257,-0.0328553145500787,0.0888405647773985,165.0,165.0,243.0,152.0,1000,0.324037034920393,1,0.0,165.0,2.7233334672464102,162.0,278.0,-0.3840096219204383,166.0,1.038359612700322,252.0,280.0
张掖,甘肃,西部,116,0.0,7.9827085672,-1.7990992502,3.0138100113,low,low,low,低 GDI × 低 Exposure,116,0.0291401992923633,0.0,0.2326177185410646,-0.0524261106975695,0.0878230243586019,165.0,165.0,287.0,204.0,1000,0.34058772731852804,1,0.0,165.0,2.7188125687487914,276.0,280.0,-0.6127511248460858,219.0,1.0264667023184944,294.0,281.0
徐州,江苏,东部,2757,0.0029017048,8.6911551288,-0.2022955346,3.8752980615,middle,high,high,高 GDI × 高 Exposure,2757,0.1420633024030282,0.0004122257664867,1.2346941992943443,-0.028738771706662,0.5505376404127438,109.0,64.0,64.0,140.0,1000,1.0,0,0.0029017048,90.0,8.6911551288,82.0,38.0,-0.2022955346,107.0,3.8752980615,46.0,44.0
德宏,云南,西部,132,0.0,8.5256108903,-0.4664887544,3.3593582267,low,middle,high,低 GDI × 高 Exposure,132,0.0310849725798194,0.0,0.2650183807511854,-0.0145007901393181,0.1044255583627603,165.0,165.0,112.0,91.0,1000,0.363318042491699,1,0.0,165.0,3.097508259709707,124.0,257.0,-0.16948378109299894,93.0,1.2205154549530293,214.0,253.0
德州,山东,东部,380,0.0,8.4145285194,-1.0326709551,3.4757465234,low,middle,middle,低 GDI × 高 Exposure,380,0.0527418453922016,0.0,0.4437977622184665,-0.0544649718549014,0.1833172857596453,165.0,165.0,227.0,206.0,1000,0.6164414002968976,1,0.0,165.0,5.1870637433371165,158.0,161.0,-0.6365811296077787,222.0,2.1425940539617696,184.0,165.0
德阳,四川,西部,922,0.0021691974,8.1782888038,-0.5492609038,3.8914309031,middle,low,middle,高 GDI × 低 Exposure,922,0.0821540510494199,0.0001782083539358,0.6718795558842846,-0.0451240083302357,0.3196968130685677,131.0,120.0,135.0,191.0,1000,0.9602083107326244,1,0.0020828813710996007,112.0,7.8528608769803325,231.0,95.0,-0.5274048845892725,205.0,3.7365842937983818,38.0,79.0
忻州,山西,中部,149,0.0,7.6520741975,-2.914504469,3.0276728118,low,low,low,低 GDI × 低 Exposure,149,0.0330260517602496,0.0,0.2527177985199056,-0.0962545754486728,0.0999920789956073,165.0,165.0,327.0,278.0,1000,0.38600518131237566,1,0.0,165.0,2.953740288021739,321.0,264.0,-1.1250138259920741,294.0,1.1686973926734092,292.0,258.0
怀化,湖南,中部,320,0.0,8.6213750167,-1.5674635415,3.3956172348,low,high,low,低 GDI × 高 Exposure,320,0.0483992366653586,0.0,0.4172679698140735,-0.0758640389093796,0.1643452821720558,165.0,165.0,272.0,245.0,1000,0.565685424949238,1,0.0,165.0,4.876986189968684,94.0,177.0,-0.886691279565865,263.0,1.9208511784327944,208.0,193.0
怒江,云南,西部,44,0.0,8.1002521248,-1.5228771118,3.0400338223,low,low,low,低 GDI × 低 Exposure,44,0.0179469172867108,0.0,0.1453745548852896,-0.0273309495632997,0.0545592355576216,165.0,165.0,266.0,135.0,1000,0.20976176963403032,1,0.0,165.0,1.6991232201798623,250.0,314.0,-0.319441397906329,146.0,0.6376828743129532,288.0,313.0
恩施,湖北,中部,206,0.0,8.9658863567,0.2785770973,3.261302206,low,high,high,低 GDI × 高 Exposure,206,0.0388326593626669,0.0,0.3481692107741139,0.0108178895256914,0.1266450376443122,165.0,165.0,19.0,24.0,1000,0.4538722287164087,1,0.0,165.0,4.069366823133471,49.0,214.0,0.12643840802089884,19.0,1.48021450075496,242.0,228.0
