city,province,region_std,city_job_count,GDI_c,Exposure_c,SRI_c,entropy_c,GDI_group,Exposure_group,SRI_group,city_type,n_c,city_display_weight,GDI_c_weighted_display,Exposure_c_weighted_display,SRI_c_weighted_display,entropy_c_weighted_display,GDI_rank_raw,GDI_rank_weighted,SRI_rank_raw,SRI_rank_weighted,small_sample_threshold,small_sample_penalty_weight,small_sample_penalty_flag,GDI_c_penalty_display,GDI_rank_penalty,Exposure_c_penalty_display,Exposure_rank_raw,Exposure_rank_penalty,SRI_c_penalty_display,SRI_rank_penalty,entropy_c_penalty_display,entropy_rank_raw,entropy_rank_penalty
惠州,广东,东部,16074,0.0051636183,8.3488365511,-0.2647963234,3.9076718233,high,middle,high,高 GDI × 低 Exposure,16074,0.3430247883205506,0.0017712490743256,2.8638578906639536,-0.090831702782345,1.3404283000136628,67.0,27.0,74.0,270.0,1000,1.0,0,0.0051636183,50.0,8.3488365511,180.0,61.0,-0.2647963234,121.0,3.9076718233,32.0,32.0
成都,四川,西部,35728,0.0117554859,9.1519963619,0.2726843724,4.0002226475,high,high,high,高 GDI × 高 Exposure,35728,0.5114084220639957,0.0060118544947145,4.680408018174709,0.1394530846105949,2.0457475520626347,18.0,6.0,20.0,8.0,1000,1.0,0,0.0117554859,11.0,9.1519963619,22.0,9.0,0.2726843724,14.0,4.0002226475,12.0,12.0
扬州,江苏,东部,2905,0.004130809,8.2030964386,-0.64509612,3.9057651228,high,middle,middle,高 GDI × 低 Exposure,2905,0.145826546675946,0.0006023816114479,1.1962292256907892,-0.0940721394536516,0.5695642399852762,80.0,50.0,153.0,275.0,1000,1.0,0,0.004130809,62.0,8.2030964386,225.0,77.0,-0.64509612,225.0,3.9057651228,33.0,33.0
承德,河北,东部,319,0.0031347962,8.2795168352,-1.9001262364,3.2314167981,middle,middle,low,高 GDI × 低 Exposure,319,0.0483235536844746,0.0001514844924605,0.4000956762672988,-0.0918208521919541,0.1561535431198985,104.0,135.0,295.0,271.0,1000,0.5648008498577175,1,0.0017705355578907433,128.0,4.67627814493224,200.0,187.0,-1.0731929131556663,291.0,1.8251069538113844,248.0,200.0
抚州,江西,中部,411,0.0,8.0809948323,-1.9341185368,3.5518060537,low,low,low,低 GDI × 低 Exposure,411,0.054850985380946,0.0,0.4432505294099877,-0.1060883075870335,0.1948200619274543,165.0,165.0,297.0,289.0,1000,0.6410928169929843,1,0.0,165.0,5.180667741144956,258.0,162.0,-1.2399495011554609,301.0,2.2770373483792676,165.0,155.0
抚顺,辽宁,东北,141,0.0141843972,8.2504272167,-0.876570671,3.0663704689,high,middle,middle,高 GDI × 低 Exposure,141,0.0321272149761841,0.0004557051781519,0.2650632488362817,-0.028161774389035,0.0985139432509729,9.0,59.0,197.0,138.0,1000,0.37549966711037175,1,0.005326236426761289,49.0,3.098032673389201,208.0,256.0,-0.32915199515921517,151.0,1.1514210903090245,284.0,261.0
拉萨,西藏,西部,330,0.0060606061,8.9615968524,0.06003125,3.5394507465,high,high,high,高 GDI × 高 Exposure,330,0.0491496571780548,0.0002978767121062,0.440459413063395,0.0029505153574701,0.1739627907890851,53.0,86.0,33.0,33.0,1000,0.5744562646538028,1,0.003481553141744052,74.0,5.148045453162981,52.0,163.0,0.034485327637498606,32.0,2.033259654760504,169.0,179.0
揭阳,广东,东部,428,0.0023364486,9.0922904711,-0.0135910376,3.5035563832,middle,high,high,高 GDI × 高 Exposure,428,0.0559738793710362,0.000130780092093,0.5089307700357737,-0.0007607430991496,0.1961076423628608,126.0,144.0,38.0,39.0,1000,0.6542170893518451,1,0.0015285446025121933,139.0,5.948331807544559,32.0,139.0,-0.008891489059943487,39.0,2.2920864593971815,177.0,153.0
攀枝花,四川,西部,282,0.0,8.3073299046,-0.1060063824,3.3240673576,low,middle,high,低 GDI × 低 Exposure,282,0.0454347431405956,0.0,0.3774414003996901,-0.0048163727556077,0.1510281465745945,165.0,165.0,48.0,49.0,1000,0.5310367218940701,1,0.0,165.0,4.411497240231363,194.0,200.0,-0.05629328180954525,50.0,1.765201832934988,225.0,207.0
文山,云南,西部,193,0.0,8.8639757775,-0.278261363,3.328657863,low,high,high,低 GDI × 高 Exposure,193,0.0375873906379084,0.0,0.3331737201538509,-0.0104591185505178,0.1251155633965266,165.0,165.0,76.0,76.0,1000,0.4393176527297759,1,0.0,165.0,3.8941010324248904,61.0,220.0,-0.12224512883854811,82.0,1.462338159113672,220.0,230.0
新乡,河南,中部,825,0.0012121212,8.361891995,-1.7601518455,3.5837519474,middle,middle,low,高 GDI × 高 Exposure,825,0.0777124314495485,9.419688566354456e-05,0.6498229584499664,-0.1367856796342151,0.2785020775445087,155.0,156.0,285.0,319.0,1000,0.9082951062292475,1,0.001100963754116723,156.0,7.59506557787602,170.0,103.0,-1.5987373074880284,325.0,3.2551043557629558,153.0,108.0
新余,江西,中部,347,0.0028818444,8.3560727461,-1.6881438268,3.636676702,middle,middle,low,高 GDI × 低 Exposure,347,0.0503997358654078,0.0001452441965652,0.421143859275573,-0.0850820029735387,0.1832875452086824,111.0,140.0,280.0,262.0,1000,0.5890670590009256,1,0.001697599605206287,134.0,4.922287197342915,173.0,174.0,-0.9944299192236439,281.0,2.1422464493843254,132.0,166.0
无锡,江苏,东部,24491,0.0068188314,8.448571975,-0.1970204844,3.9827949211,high,middle,high,高 GDI × 高 Exposure,24491,0.4234155291896044,0.0028871991056856,3.5772565736910864,-0.0834215326634182,1.6863772191712252,45.0,16.0,63.0,259.0,1000,1.0,0,0.0068188314,34.0,8.448571975,146.0,53.0,-0.1970204844,103.0,3.9827949211,17.0,17.0
日喀则,西藏,西部,13,0.0,9.8631542014,0.1856681077,2.3947004059,low,high,high,低 GDI × 高 Exposure,13,0.0097551780204255,0.0,0.0962168250775654,0.001811225443329,0.0233607287651398,165.0,165.0,22.0,35.0,1000,0.11401754250991379,1,0.0,165.0,1.1245726034399595,3.0,331.0,0.02116942136242,35.0,0.27303785532821107,332.0,334.0
日照,山东,东部,240,0.0,8.2351273967,-0.5849389675,3.4692144457,low,middle,middle,低 GDI × 低 Exposure,240,0.0419149684759758,0.0,0.3451751052283253,-0.0245176983831323,0.1454120141279154,165.0,165.0,143.0,128.0,1000,0.4898979485566356,1,0.0,165.0,4.034372017745877,212.0,215.0,-0.2865604002090865,137.0,1.6995610400514758,186.0,214.0
昆明,云南,西部,14163,0.0054367013,9.2820373704,0.1217025958,3.832234942,high,high,high,高 GDI × 高 Exposure,14163,0.3219890854756727,0.0017505584795914,2.9887147242461136,0.0391869075216574,1.2339378243024974,60.0,28.0,26.0,17.0,1000,1.0,0,0.0054367013,46.0,9.2820373704,13.0,4.0,0.1217025958,20.0,3.832234942,61.0,56.0
昌吉,新疆,西部,161,0.0,8.5802734478,-0.1832745042,3.5050458728,low,high,high,低 GDI × 高 Exposure,161,0.0343302100778278,0.0,0.2945625899881818,-0.0062918522310957,0.1203289611456472,165.0,165.0,59.0,55.0,1000,0.4012480529547776,1,0.0,165.0,3.4428180147493266,109.0,242.0,-0.07353853796650221,58.0,1.406392831978179,176.0,239.0
昌都,西藏,西部,9,0.0,7.5667575911,-0.264053046,2.1972245773,low,low,high,低 GDI × 低 Exposure,9,0.0081167987432131,0.0,0.0614178485056391,-0.0021432654319144,0.0178344296875857,165.0,165.0,73.0,43.0,1000,0.09486832980505137,1,0.0,165.0,0.7178456547073508,326.0,337.0,-0.025050271453956403,44.0,0.208447025855061,335.0,336.0
昭通,云南,西部,253,0.0,8.4047867653,-1.283299631,3.4455241609,low,middle,low,低 GDI × 高 Exposure,253,0.043035195834947,0.0,0.3617016443956564,-0.0552270509350002,0.1482788070183729,165.0,165.0,249.0,209.0,1000,0.5029910535983717,1,0.0,165.0,4.227532550347898,161.0,209.0,-0.6454882334790917,226.0,1.7330678278897365,193.0,210.0
晋中,山西,中部,225,0.0,7.9089310939,-2.6190040464,3.1800534872,low,low,low,低 GDI × 低 Exposure,225,0.0405839937160658,0.0,0.320976009815635,-0.1062896437614485,0.1290592707412779,165.0,165.0,316.0,290.0,1000,0.4743416490252569,1,0.0,165.0,3.7515354171076547,293.0,230.0,-1.2423026981731964,302.0,1.5084318151069667,257.0,225.0
晋城,山西,中部,183,0.0,7.7978970041,-2.949525358,3.1293328069,low,low,low,低 GDI × 低 Exposure,183,0.0366006727265471,0.0,0.2854082762023864,-0.1079546123268097,0.114535685917794,165.0,165.0,331.0,294.0,1000,0.42778499272414877,1,0.0,165.0,3.3358233131625803,311.0,247.0,-1.2617626838117222,305.0,1.3386816120311564,270.0,244.0
普洱,云南,西部,191,0.0052356021,9.0236339392,0.0936728572,3.4722848311,high,high,high,高 GDI × 高 Exposure,191,0.037392130144999,0.0001957703151106,0.3374128946353967,0.0035026276674763,0.1298361263049972,64.0,114.0,30.0,32.0,1000,0.43703546766824314,1,0.002288143812298336,107.0,3.9436480786853028,39.0,219.0,0.040938360954222555,30.0,1.5175116250371352,185.0,224.0
景德镇,江西,中部,381,0.0,8.5208115821,-1.5378618438,3.6237410209,low,middle,low,低 GDI × 高 Exposure,381,0.0528111969611369,0.0,0.4499942587310199,-0.081216324731939,0.1913741007909013,165.0,165.0,269.0,256.0,1000,0.6172519744804386,1,0.0,165.0,5.259487773227015,125.0,160.0,-0.9492482595636778,276.0,2.236761300156285,137.0,158.0
曲靖,云南,西部,870,0.0,8.5864892906,-0.7806148899,3.7480162762,low,high,middle,低 GDI × 高 Exposure,870,0.0798037224131175,0.0,0.6852338078502489,-0.0622959739851259,0.2991056505057112,165.0,165.0,180.0,224.0,1000,0.9327379053088815,1,0.0,165.0,8.008944034871387,108.0,88.0,-0.7281090972582491,242.0,3.495916850526382,97.0,97.0
朔州,山西,中部,131,0.0,8.2781198117,-3.9356284898,2.977684596,low,middle,low,低 GDI × 低 Exposure,131,0.0309670026188366,0.0,0.2563485578879572,-0.1218746177504046,0.0922099666824014,165.0,165.0,341.0,304.0,1000,0.3619392214170772,1,0.0,165.0,2.9961762394439795,201.0,260.0,-1.4244583113850793,312.0,1.0777408443018641,297.0,272.0
朝阳,辽宁,东北,181,0.0165745856,8.4819954307,-0.6651723119,3.4127880441,high,middle,middle,高 GDI × 高 Exposure,181,0.03640011958565,0.0006033168979225,0.3087456480024176,-0.0242123516982233,0.1242258929257168,5.0,49.0,155.0,125.0,1000,0.42544094772365293,1,0.007051507405790811,32.0,3.6085881746247015,135.0,236.0,-0.2829915387742693,134.0,1.4519397798618559,203.0,231.0
本溪,辽宁,东北,130,0.0,7.4960876756,-0.4962917747,3.2331208498,low,low,middle,低 GDI × 低 Exposure,130,0.0308485815249573,0.0,0.2312436717789749,-0.0153098972719987,0.0997371921150948,165.0,165.0,119.0,92.0,1000,0.36055512754639896,1,0.0,165.0,2.7027528479749474,331.0,281.0,-0.1789405441271872,95.0,1.1657183003725609,247.0,259.0
来宾,广西,西部,129,0.0,8.3159495948,-1.295351104,3.4285847536,low,middle,low,低 GDI × 低 Exposure,129,0.0307297040826762,0.0,0.2555466702146555,-0.039805756109088,0.1053593949005035,165.0,165.0,251.0,172.0,1000,0.35916569992135944,1,0.0,165.0,2.986803856727087,188.0,262.0,-0.46524568591206567,185.0,1.2314300427664457,199.0,251.0
杭州,浙江,东部,31458,0.0133193464,9.2283314658,0.5918837708,4.0650665214,high,high,high,高 GDI × 高 Exposure,31458,0.4798760518409767,0.0063916353635343,4.428455268887958,0.2840308470802535,1.9507280727603653,14.0,5.0,6.0,5.0,1000,1.0,0,0.0133193464,7.0,9.2283314658,18.0,7.0,0.5918837708,3.0,4.0650665214,5.0,5.0
松原,吉林,东北,71,0.0,8.2142097587,-0.7112012345,3.213669972,low,middle,middle,低 GDI × 低 Exposure,71,0.0227977872963479,0.0,0.1872658068864278,-0.016213814469031,0.0732645644623163,165.0,165.0,166.0,95.0,1000,0.2664582518894845,1,0.0,165.0,2.1887439729567464,218.0,301.0,-0.18950543768651334,100.0,0.8563088828888487,251.0,299.0
林芝,西藏,西部,83,0.0240963855,9.4478725449,0.8727481827,3.2661450722,high,high,high,高 GDI × 高 Exposure,83,0.0246491852751084,0.0005939562706499,0.2328823608148507,0.0215125316538865,0.0805078150200403,3.0,51.0,3.0,21.0,1000,0.28809720581775866,1,0.006942101332857556,33.0,2.7219056811080065,7.0,279.0,0.25143631281839673,15.0,0.9409672690962616,239.0,292.0
果洛,青海,西部,2,0.0,8.3392728422,1.0193093938,1.0986122887,low,middle,high,低 GDI × 低 Exposure,2,0.0038262956219016,0.0,0.0319085231659531,0.0039001790708601,0.0042036153904201,165.0,165.0,2.0,30.0,1000,0.044721359549995794,1,0.0,165.0,0.3729436191615415,185.0,342.0,0.04558490189281805,28.0,0.049131435168996485,342.0,342.0
枣庄,山东,东部,282,0.0,8.4362559113,-0.9924726719,3.6226794176,low,middle,middle,低 GDI × 高 Exposure,282,0.0454347431405956,0.0,0.3832991203982473,-0.0450927409218371,0.1645955088193787,165.0,165.0,216.0,190.0,1000,0.5310367218940701,1,0.0,165.0,4.4799616841962235,156.0,195.0,-0.527039434255225,204.0,1.9237758023954232,138.0,192.0
柳州,广西,西部,1390,0.0035971223,8.6297795817,-0.3593427573,3.7988949507,middle,high,high,高 GDI × 高 Exposure,1390,0.1008720676867371,0.000362849164123,0.8705037100868648,-0.0362476469371043,0.3832023886018145,89.0,71.0,94.0,164.0,1000,1.0,0,0.0035971223,68.0,8.6297795817,93.0,42.0,-0.3593427573,160.0,3.7988949507,76.0,65.0
株洲,湖南,中部,1218,0.0,8.255442182,-0.9555584435,3.7655102176,low,middle,middle,低 GDI × 低 Exposure,1218,0.0944250377568676,0.0,0.7795204397349881,-0.0902286421063812,0.3555584444707511,165.0,165.0,208.0,269.0,1000,1.0,0,0.0,165.0,8.255442182,207.0,70.0,-0.9555584435,277.0,3.7655102176,91.0,73.0
桂林,广西,西部,1038,0.0105973025,9.4322094349,0.6743906234,3.9862909346,high,high,high,高 GDI × 高 Exposure,1038,0.0871690272896821,0.0009237565508195,0.8221965216327958,0.0587859746550603,0.34748110326276,21.0,41.0,5.0,13.0,1000,1.0,0,0.0105973025,15.0,9.4322094349,8.0,2.0,0.6743906234,2.0,3.9862909346,15.0,15.0
梅州,广东,东部,456,0.0021929825,8.4383347042,-0.3965184789,3.6808162718,middle,middle,high,高 GDI × 高 Exposure,456,0.0577757968915175,0.0001267013115066,0.4875315119725031,-0.0229091711006598,0.2126620933145096,130.0,147.0,100.0,115.0,1000,0.6752777206453653,1,0.001480872224015175,144.0,5.698219425094859,154.0,144.0,-0.2677600946253594,124.0,2.4855732221354754,120.0,139.0
梧州,广西,西部,287,0.0034843206,8.6445217771,-1.064732174,3.5809642417,middle,high,low,高 GDI × 高 Exposure,287,0.0458357636536947,0.0001597064955152,0.3962282570743728,-0.0488028122819485,0.1641362306348934,93.0,129.0,232.0,197.0,1000,0.5357238094391549,1,0.0018666335051393218,123.0,4.631076137207745,88.0,189.0,-0.5704023762877131,214.0,1.9184078050289184,154.0,194.0
楚雄,云南,西部,340,0.0058823529,8.5575411976,-0.8181870874,3.5777714744,high,high,middle,高 GDI × 高 Exposure,340,0.0498887912426351,0.0002934634758436,0.4269253863573167,-0.0408183648007183,0.1784906942001967,56.0,89.0,187.0,176.0,1000,0.5830951894845301,1,0.0034299716788403754,77.0,4.989861106136245,115.0,168.0,-0.4770809547612988,188.0,2.0861813357976144,158.0,173.0
榆林,陕西,西部,449,0.004454343,8.0806347984,-2.2237063135,3.4155615357,high,low,low,高 GDI × 低 Exposure,449,0.0573306272667432,0.0002553702782512,0.4632678617057454,-0.1274864778099722,0.1958162853098419,75.0,97.0,311.0,311.0,1000,0.6700746227100381,1,0.0029847422051460996,88.0,5.414628313795485,260.0,154.0,-1.4900491690364424,318.0,2.288681107377096,201.0,154.0
武威,甘肃,西部,114,0.0087719298,8.138756273,-1.5687319998,3.1750717812,high,low,low,高 GDI × 低 Exposure,114,0.0288878984457587,0.0002534026172357,0.2351115646892062,-0.0453173706988344,0.0917211511733,36.0,99.0,273.0,192.0,1000,0.33763886032268264,1,0.0029617443805025775,89.0,2.747960392459804,241.0,276.0,-0.5296648845641948,206.0,1.072027617647078,259.0,273.0
武汉,湖北,中部,52255,0.0093579562,8.9705052026,0.0896286451,4.0192671082,high,high,high,高 GDI × 高 Exposure,52255,0.6184825474170756,0.0057877325891934,5.548100909322178,0.0554337527429889,2.485846559829199,29.0,8.0,31.0,14.0,1000,1.0,0,0.0093579562,20.0,8.9705052026,46.0,22.0,0.0896286451,25.0,4.0192671082,9.0,9.0
毕节,贵州,西部,302,0.0033112583,8.024762502,-2.7793402984,3.3813168927,middle,low,low,高 GDI × 低 Exposure,302,0.0470183077759476,0.000155689761875,0.3773107531479199,-0.1306798775642654,0.1589837983489796,98.0,133.0,322.0,317.0,1000,0.5495452665613635,1,0.0018196863251270273,125.0,4.409970248253224,272.0,202.0,-1.5273733051489677,323.0,1.8581866931272628,210.0,199.0
永州,湖南,中部,314,0.0,8.7556611829,-0.8658237402,3.6197903268,low,high,middle,低 GDI × 高 Exposure,314,0.0479433467253887,0.0,0.4197756999018021,-0.0415104877794815,0.1735448627109806,165.0,165.0,194.0,180.0,1000,0.5603570290448759,1,0.0,165.0,4.906296287773388,69.0,175.0,-0.4851704187349945,192.0,2.0283749532910287,141.0,181.0
汉中,陕西,西部,216,0.0,7.8353712386,-2.8151276594,3.0877097672,low,low,low,低 GDI × 低 Exposure,216,0.039764030531472,0.0,0.3115659411571084,-0.111940822198373,0.1227797854552652,165.0,165.0,325.0,296.0,1000,0.46475800154489,1,0.0,165.0,3.6415514782140455,307.0,234.0,-1.3083531050764876,306.0,1.4350378207545094,280.0,234.0
汕头,广东,东部,1462,0.0020519836,8.7512902857,-0.18177623,3.7609747888,middle,high,high,高 GDI × 高 Exposure,1462,0.1034515993791314,0.0002122809853197,0.9053349766867208,-0.0188050417226088,0.3890788571259509,135.0,108.0,57.0,104.0,1000,1.0,0,0.0020519836,116.0,8.7512902857,71.0,32.0,-0.18177623,97.0,3.7609747888,94.0,74.0
汕尾,广东,东部,607,0.0016474465,8.455504132,-0.7233428801,3.8183114399,middle,middle,middle,高 GDI × 高 Exposure,607,0.0666588579223103,0.0001098169021781,0.5636342485964962,-0.0482172102737006,0.2545242797754264,145.0,151.0,169.0,195.0,1000,0.7791020472312982,1,0.001283528940854037,150.0,6.587700579613901,143.0,127.0,-0.5635579187360935,212.0,2.974854259792776,68.0,118.0
江门,广东,东部,5036,0.0025814138,8.4431266525,-0.5608992702,3.9086361139,middle,middle,middle,高 GDI × 高 Exposure,5036,0.1920022790302516,0.0004956373327201,1.6210995594210598,-0.1076939381848049,0.7504670417687463,117.0,57.0,138.0,292.0,1000,1.0,0,0.0025814138,95.0,8.4431266525,149.0,54.0,-0.5608992702,211.0,3.9086361139,31.0,31.0
池州,安徽,中部,295,0.0033898305,8.0291881134,-0.642092743,3.621850384,middle,low,middle,高 GDI × 低 Exposure,295,0.0464701988640257,0.0001575260974503,0.3731179683463696,-0.0298381774563577,0.168308107600228,95.0,131.0,152.0,143.0,1000,0.5431390245600107,1,0.0018411492311937736,124.0,4.360965399920909,271.0,205.0,-0.34874562611008164,157.0,1.9671682846680603,139.0,187.0
沈阳,辽宁,东北,6256,0.0059143223,8.7522454072,-0.1703921497,3.9169413055,high,high,high,高 GDI × 高 Exposure,6256,0.213999073470851,0.0012656594924079,1.8729724079303112,-0.0364637621625065,0.8382218102167056,55.0,35.0,55.0,166.0,1000,1.0,0,0.0059143223,42.0,8.7522454072,70.0,31.0,-0.1703921497,94.0,3.9169413055,29.0,29.0
沧州,河北,东部,663,0.0015082956,8.181457312,-1.7955943066,3.5144599531,middle,low,low,高 GDI × 低 Exposure,663,0.0696659056405635,0.0001050767789476,0.5699686331000906,-0.1250917035323287,0.2448380354702039,148.0,152.0,286.0,309.0,1000,0.8142481194328913,1,0.0012281268558489045,151.0,6.661736230516477,230.0,125.0,-1.4620592874134564,316.0,2.8616424076338824,173.0,124.0
河池,广西,西部,113,0.0,8.8861067881,-0.8559960072,3.4351465322,low,high,middle,低 GDI × 高 Exposure,113,0.028760918057659,0.0,0.2555725891841522,-0.0246192310207625,0.0987979679286559,165.0,165.0,193.0,129.0,1000,0.3361547262794322,1,0.0,165.0,2.9871067950435597,59.0,261.0,-0.2877471034966029,139.0,1.1547407422614318,196.0,260.0
河源,广东,东部,1234,0.0024311183,8.2168947789,-0.4247860142,3.7387179859,middle,middle,high,高 GDI × 低 Exposure,1234,0.0950432115454615,0.0002310612908789,0.7809600687177914,-0.040373027009164,0.3553397644427157,122.0,104.0,107.0,175.0,1000,1.0,0,0.0024311183,101.0,8.2168947789,216.0,73.0,-0.4247860142,179.0,3.7387179859,101.0,78.0
泉州,福建,东部,2133,0.0032817628,8.9861298617,-0.0979727563,3.8253497138,middle,high,high,高 GDI × 高 Exposure,2133,0.1249565283431199,0.0004100776863335,1.1228755907584729,-0.0122423354994545,0.4780024199347955,99.0,65.0,47.0,83.0,1000,1.0,0,0.0032817628,79.0,8.9861298617,42.0,19.0,-0.0979727563,70.0,3.8253497138,65.0,58.0
泰安,山东,东部,312,0.0,8.2111769949,-0.6953072945,3.4833929199,low,middle,middle,低 GDI × 低 Exposure,312,0.0477904170001127,0.0,0.3924155726480033,-0.0332290255473751,0.1664728002172611,165.0,165.0,161.0,154.0,1000,0.5585696017507576,1,0.0,165.0,4.586513863946276,219.0,192.0,-0.38837751858326175,168.0,1.9457173960099519,182.0,190.0
泰州,江苏,东部,2832,0.0017655367,8.029606629,-0.9019369043,3.8635176799,middle,low,middle,高 GDI × 低 Exposure,2832,0.1439826450362548,0.0002542066439745,1.1561240010440654,-0.1298632611369254,0.5562794946963364,140.0,98.0,200.0,314.0,1000,1.0,0,0.0017655367,129.0,8.029606629,270.0,86.0,-0.9019369043,266.0,3.8635176799,48.0,46.0
泸州,四川,西部,637,0.0031397174,9.0245888679,-0.1799579897,3.8015274572,middle,high,high,高 GDI × 高 Exposure,637,0.068286246142979,0.0002143995151957,0.6162552967726077,-0.0122886555800498,0.2595920396616523,103.0,107.0,56.0,84.0,1000,0.7981227975693966,1,0.0025058800348653123,98.0,7.202730114161982,37.0,109.0,-0.14362857418432864,87.0,3.034085729177339,75.0,117.0
洛阳,河南,中部,1077,0.0027855153,8.4375812495,-1.8056444654,3.6213552956,middle,middle,low,高 GDI × 高 Exposure,1077,0.088791496289115,0.0002473300714232,0.7491854642040862,-0.1603258738490252,0.3215455552908345,114.0,100.0,288.0,329.0,1000,1.0,0,0.0027855153,92.0,8.4375812495,155.0,55.0,-1.8056444654,333.0,3.6213552956,140.0,91.0
济南,山东,东部,5426,0.0093991891,8.9640146822,0.173578862,3.8412936639,high,high,high,高 GDI × 高 Exposure,5426,0.1992982190063836,0.0018732416477342,1.7865121613095338,0.0345939580537548,0.765562985895776,28.0,25.0,23.0,19.0,1000,1.0,0,0.0093991891,19.0,8.9640146822,51.0,24.0,0.173578862,17.0,3.8412936639,54.0,51.0
济宁,山东,东部,749,0.0053404539,8.5426301401,-1.0313177486,3.7615821285,high,middle,middle,高 GDI × 高 Exposure,749,0.0740464823656451,0.0003954418255308,0.6325517120251437,-0.0763654514850868,0.2785319247449013,63.0,66.0,226.0,247.0,1000,0.8654478609367522,1,0.004621884404186336,57.0,7.393200981523373,119.0,107.0,-0.8925517394719772,265.0,3.2554532068482405,93.0,107.0
济源,河南,中部,88,0.0,7.2809441575,-4.6647075303,2.6840225311,low,low,low,低 GDI × 低 Exposure,88,0.0253807738296546,0.0,0.1847959969278531,-0.1183938868080313,0.0681225688155464,165.0,165.0,343.0,299.0,1000,0.2966479394838265,1,0.0,165.0,2.15987708181918,339.0,302.0,-1.3837758771581843,308.0,0.7962097533789797,322.0,303.0
海东,青海,西部,33,0.0,8.066051463,-1.5437984708,2.4082687167,low,low,low,低 GDI × 低 Exposure,33,0.0155424862899097,0.0,0.1253664942773837,-0.0239944665667925,0.0374304835117282,165.0,165.0,270.0,123.0,1000,0.1816590212458495,1,0.0,165.0,1.4652710140872327,263.0,323.0,-0.2804449192063672,132.0,0.43748373797272,331.0,327.0
海北,青海,西部,6,0.0,7.2999440358,0.5831530495,1.3862943611,low,low,high,低 GDI × 低 Exposure,6,0.006627338421912,0.0,0.0483791995862647,0.0038647526108065,0.0091874418833979,165.0,165.0,8.0,31.0,1000,0.07745966692414834,1,0.0,165.0,0.5654512335779912,337.0,339.0,0.04517084098007139,29.0,0.10738189946963103,341.0,341.0
海南州,青海,西部,8,0.0,12.1481255434,-0.9864534975,2.0794415417,low,high,middle,低 GDI × 高 Exposure,8,0.0076525912438032,0.0,0.092964639162046,-0.0075489253973876,0.0159131161340142,165.0,165.0,215.0,59.0,1000,0.08944271909999159,1,0.0,165.0,1.086561380569759,1.0,332.0,-0.08823108308209675,63.0,0.18599090569912655,338.0,337.0
海口,海南,东部,2046,0.0014662757,9.0927154104,0.1216335642,3.8132647321,middle,high,high,高 GDI × 高 Exposure,2046,0.1223816594284697,0.0001794452533456,1.112781600635571,0.0148857174289953,0.4666736657544569,151.0,119.0,27.0,22.0,1000,1.0,0,0.0014662757,145.0,9.0927154104,31.0,13.0,0.1216335642,21.0,3.8132647321,71.0,62.0
海宁,浙江,东部,931,0.0021482277,8.2822103163,-0.6817071094,3.8450286562,middle,middle,middle,高 GDI × 低 Exposure,931,0.0825540460890229,0.0001773448885555,0.6837299721708114,-0.0562776801286222,0.3174226728975487,133.0,122.0,160.0,213.0,1000,0.9648834126463155,1,0.0020727892743173455,114.0,7.991367354246065,198.0,89.0,-0.6577678821431272,230.0,3.7100043715171322,51.0,81.0
海西,青海,西部,76,0.0,8.1371478012,-0.7941220432,3.1368071409,low,low,middle,低 GDI × 低 Exposure,76,0.0235868703111494,0.0,0.1919298498895589,-0.0187308536441833,0.0739874632234956,165.0,165.0,181.0,103.0,1000,0.27568097504180444,1,0.0,165.0,2.243256839894091,242.0,299.0,-0.21892433917156595,111.0,0.8647580511214068,267.0,298.0
淄博,山东,东部,528,0.0151515152,8.4488539185,-0.5112979243,3.6499298824,high,middle,middle,高 GDI × 高 Exposure,528,0.0621699451596388,0.0009419688690694,0.5252647847749448,-0.0317873639139681,0.2269159406253351,7.0,40.0,124.0,148.0,1000,0.726636084983398,1,0.011009637686494447,12.0,6.139242133935481,144.0,130.0,-0.3715275219734898,162.0,2.6521707602110505,129.0,133.0
淮北,安徽,中部,260,0.0,7.9816235099,-1.5279183424,3.6992495417,low,low,low,低 GDI × 低 Exposure,260,0.0436264823725668,0.0,0.3482101573591173,-0.0666577026314351,0.1613852449227009,165.0,165.0,268.0,234.0,1000,0.5099019513592785,1,0.0,165.0,4.069845402713104,277.0,213.0,-0.7790885443073943,251.0,1.8862545598777467,111.0,196.0
淮南,安徽,中部,391,0.0,8.1199167253,-0.6788520415,3.7173645658,low,low,middle,低 GDI × 低 Exposure,391,0.0534997683677127,0.0,0.4344136639686666,-0.0363184269761989,0.198878143208643,165.0,165.0,159.0,165.0,1000,0.6252999280345393,1,0.0,165.0,5.077383343976542,248.0,166.0,-0.42448613269605007,178.0,2.3244677954728865,109.0,149.0
淮安,江苏,东部,1739,0.0017251294,8.1639901457,-0.7320745588,3.8221909073,middle,low,middle,高 GDI × 低 Exposure,1739,0.1128270710108471,0.0001946412973167,0.9211190959007504,-0.0825978282309622,0.4312466049149514,142.0,116.0,172.0,257.0,1000,1.0,0,0.0017251294,132.0,8.1639901457,235.0,79.0,-0.7320745588,243.0,3.8221909073,67.0,60.0
