city,province,city_job_count,small_sample_penalty_weight,small_sample_penalty_flag,GDI_c,GDI_rank_raw,GDI_rank_penalty,SRI_c,SRI_rank_raw,SRI_rank_penalty,entropy_c,entropy_rank_raw,entropy_rank_penalty,GDI_rank_change,SRI_rank_change,entropy_rank_change
梧州,广西,287,0.5357238094391549,1,0.0034843206,93.0,123.0,-1.064732174,232.0,214.0,3.5809642417,154.0,194.0,30.0,-18.0,40.0
楚雄,云南,340,0.5830951894845301,1,0.0058823529,56.0,77.0,-0.8181870874,187.0,188.0,3.5777714744,158.0,173.0,21.0,1.0,15.0
榆林,陕西,449,0.6700746227100381,1,0.004454343,75.0,88.0,-2.2237063135,311.0,318.0,3.4155615357,201.0,154.0,13.0,7.0,-47.0
武威,甘肃,114,0.33763886032268264,1,0.0087719298,36.0,89.0,-1.5687319998,273.0,206.0,3.1750717812,259.0,273.0,53.0,-67.0,14.0
武汉,湖北,52255,1.0,0,0.0093579562,29.0,20.0,0.0896286451,31.0,25.0,4.0192671082,9.0,9.0,-9.0,-6.0,0.0
毕节,贵州,302,0.5495452665613635,1,0.0033112583,98.0,125.0,-2.7793402984,322.0,323.0,3.3813168927,210.0,199.0,27.0,1.0,-11.0
永州,湖南,314,0.5603570290448759,1,0.0,165.0,165.0,-0.8658237402,194.0,192.0,3.6197903268,141.0,181.0,0.0,-2.0,40.0
汉中,陕西,216,0.46475800154489,1,0.0,165.0,165.0,-2.8151276594,325.0,306.0,3.0877097672,280.0,234.0,0.0,-19.0,-46.0
汕头,广东,1462,1.0,0,0.0020519836,135.0,116.0,-0.18177623,57.0,97.0,3.7609747888,94.0,74.0,-19.0,40.0,-20.0
汕尾,广东,607,0.7791020472312982,1,0.0016474465,145.0,150.0,-0.7233428801,169.0,212.0,3.8183114399,68.0,118.0,5.0,43.0,50.0
江门,广东,5036,1.0,0,0.0025814138,117.0,95.0,-0.5608992702,138.0,211.0,3.9086361139,31.0,31.0,-22.0,73.0,0.0
池州,安徽,295,0.5431390245600107,1,0.0033898305,95.0,124.0,-0.642092743,152.0,157.0,3.621850384,139.0,187.0,29.0,5.0,48.0
沈阳,辽宁,6256,1.0,0,0.0059143223,55.0,42.0,-0.1703921497,55.0,94.0,3.9169413055,29.0,29.0,-13.0,39.0,0.0
沧州,河北,663,0.8142481194328913,1,0.0015082956,148.0,151.0,-1.7955943066,286.0,316.0,3.5144599531,173.0,124.0,3.0,30.0,-49.0
河池,广西,113,0.3361547262794322,1,0.0,165.0,165.0,-0.8559960072,193.0,139.0,3.4351465322,196.0,260.0,0.0,-54.0,64.0
河源,广东,1234,1.0,0,0.0024311183,122.0,101.0,-0.4247860142,107.0,179.0,3.7387179859,101.0,78.0,-21.0,72.0,-23.0
泉州,福建,2133,1.0,0,0.0032817628,99.0,79.0,-0.0979727563,47.0,70.0,3.8253497138,65.0,58.0,-20.0,23.0,-7.0
泰安,山东,312,0.5585696017507576,1,0.0,165.0,165.0,-0.6953072945,161.0,168.0,3.4833929199,182.0,190.0,0.0,7.0,8.0
泰州,江苏,2832,1.0,0,0.0017655367,140.0,129.0,-0.9019369043,200.0,266.0,3.8635176799,48.0,46.0,-11.0,66.0,-2.0
泸州,四川,637,0.7981227975693966,1,0.0031397174,103.0,98.0,-0.1799579897,56.0,87.0,3.8015274572,75.0,117.0,-5.0,31.0,42.0
洛阳,河南,1077,1.0,0,0.0027855153,114.0,92.0,-1.8056444654,288.0,333.0,3.6213552956,140.0,91.0,-22.0,45.0,-49.0
济南,山东,5426,1.0,0,0.0093991891,28.0,19.0,0.173578862,23.0,17.0,3.8412936639,54.0,51.0,-9.0,-6.0,-3.0
济宁,山东,749,0.8654478609367522,1,0.0053404539,63.0,57.0,-1.0313177486,226.0,265.0,3.7615821285,93.0,107.0,-6.0,39.0,14.0
济源,河南,88,0.2966479394838265,1,0.0,165.0,165.0,-4.6647075303,343.0,308.0,2.6840225311,322.0,303.0,0.0,-35.0,-19.0
海东,青海,33,0.1816590212458495,1,0.0,165.0,165.0,-1.5437984708,270.0,132.0,2.4082687167,331.0,327.0,0.0,-138.0,-4.0
海北,青海,6,0.07745966692414834,1,0.0,165.0,165.0,0.5831530495,8.0,29.0,1.3862943611,341.0,341.0,0.0,21.0,0.0
海南州,青海,8,0.08944271909999159,1,0.0,165.0,165.0,-0.9864534975,215.0,63.0,2.0794415417,338.0,337.0,0.0,-152.0,-1.0
海口,海南,2046,1.0,0,0.0014662757,151.0,145.0,0.1216335642,27.0,21.0,3.8132647321,71.0,62.0,-6.0,-6.0,-9.0
海宁,浙江,931,0.9648834126463155,1,0.0021482277,133.0,114.0,-0.6817071094,160.0,230.0,3.8450286562,51.0,81.0,-19.0,70.0,30.0
海西,青海,76,0.27568097504180444,1,0.0,165.0,165.0,-0.7941220432,181.0,111.0,3.1368071409,267.0,298.0,0.0,-70.0,31.0
淄博,山东,528,0.726636084983398,1,0.0151515152,7.0,12.0,-0.5112979243,124.0,162.0,3.6499298824,129.0,133.0,5.0,38.0,4.0
淮北,安徽,260,0.5099019513592785,1,0.0,165.0,165.0,-1.5279183424,268.0,251.0,3.6992495417,111.0,196.0,0.0,-17.0,85.0
淮南,安徽,391,0.6252999280345393,1,0.0,165.0,165.0,-0.6788520415,159.0,178.0,3.7173645658,109.0,149.0,0.0,19.0,40.0
淮安,江苏,1739,1.0,0,0.0017251294,142.0,132.0,-0.7320745588,172.0,243.0,3.8221909073,67.0,60.0,-10.0,71.0,-7.0
深圳,广东,98489,1.0,0,0.0124683975,17.0,10.0,0.4120143846,12.0,7.0,4.0677072111,4.0,4.0,-7.0,-5.0,0.0
清远,广东,3012,1.0,0,0.0019920319,137.0,121.0,-0.8298437768,190.0,256.0,3.8234695628,66.0,59.0,-16.0,66.0,-7.0
温州,浙江,4254,1.0,0,0.0023507287,125.0,105.0,-0.2108861605,66.0,110.0,3.8876303679,41.0,39.0,-20.0,44.0,-2.0
渭南,陕西,325,0.570087712549569,1,0.0,165.0,165.0,-2.0656220334,303.0,296.0,3.4236246813,200.0,189.0,0.0,-7.0,-11.0
湖州,浙江,3982,1.0,0,0.005775992,58.0,45.0,-0.5159969425,126.0,199.0,3.9120686555,30.0,30.0,-13.0,73.0,0.0
湘潭,湖南,1092,1.0,0,0.0,165.0,165.0,-0.904751434,201.0,267.0,3.7601875956,95.0,75.0,0.0,66.0,-20.0
湘西,湖南,117,0.3420526275297414,1,0.0,165.0,165.0,-0.5394655745,130.0,98.0,3.4366004357,195.0,255.0,0.0,-32.0,60.0
湛江,广东,1691,1.0,0,0.0017740982,139.0,127.0,-0.3072093663,81.0,145.0,3.6850820986,117.0,84.0,-12.0,64.0,-33.0
滁州,安徽,1978,1.0,0,0.0025278059,118.0,97.0,-0.9228543008,204.0,269.0,3.8403352603,55.0,52.0,-21.0,65.0,-3.0
滨州,山东,247,0.4969909455915671,1,0.004048583,82.0,118.0,-0.5477345178,134.0,126.0,3.5942151049,149.0,205.0,36.0,-8.0,56.0
漯河,河南,286,0.5347896782848375,1,0.006993007,43.0,66.0,-2.8065238226,323.0,320.0,3.2909452043,232.0,208.0,23.0,-3.0,-24.0
漳州,福建,717,0.8467585252006619,1,0.0027894003,113.0,103.0,-0.2331445033,68.0,104.0,3.6610012061,127.0,113.0,-10.0,36.0,-14.0
潍坊,山东,1126,1.0,0,0.0035523979,91.0,71.0,-0.2795461346,77.0,131.0,3.7792107058,84.0,69.0,-20.0,54.0,-15.0
潜江,湖北,245,0.4949747468305833,1,0.0,165.0,165.0,-1.021936237,224.0,195.0,3.4863560443,180.0,212.0,0.0,-29.0,32.0
潮州,广东,413,0.6426507605223851,1,0.0,165.0,165.0,-0.4163702599,105.0,123.0,3.6515177428,128.0,147.0,0.0,18.0,19.0
濮阳,河南,227,0.47644516998286385,1,0.0,165.0,165.0,-3.3928505046,339.0,326.0,3.0384012714,290.0,232.0,0.0,-13.0,-58.0
烟台,山东,1330,1.0,0,0.0037593985,88.0,65.0,-0.2406591529,70.0,116.0,3.9315717117,27.0,27.0,-23.0,46.0,0.0
焦作,河南,386,0.6212889826803627,1,0.0,165.0,165.0,-3.5771433954,340.0,341.0,3.2702572759,238.0,180.0,0.0,1.0,-58.0
牡丹江,黑龙江,91,0.30166206257996714,1,0.0,165.0,165.0,-0.1950807728,62.0,51.0,3.1112536477,275.0,293.0,0.0,-11.0,18.0
玉林,广西,409,0.6395310782127792,1,0.0,165.0,165.0,-0.8031652029,185.0,197.0,3.6145000369,145.0,152.0,0.0,12.0,7.0
玉树,青海,8,0.08944271909999159,1,0.0,165.0,165.0,-0.6206357303,150.0,49.0,1.8891591638,339.0,338.0,0.0,-101.0,-1.0
玉溪,云南,432,0.6572670690061994,1,0.0,165.0,165.0,-1.0950129877,237.0,240.0,3.5199992754,171.0,151.0,0.0,3.0,-20.0
珠海,广东,10203,1.0,0,0.009310987,31.0,21.0,-0.1854696873,60.0,99.0,4.0648912861,6.0,6.0,-10.0,39.0,0.0
甘南,甘肃,43,0.2073644135332772,1,0.0,165.0,165.0,-0.6995885067,163.0,88.0,2.7880941051,316.0,319.0,0.0,-75.0,3.0
甘孜,四川,95,0.3082207001484488,1,0.0,165.0,165.0,-0.901067266,199.0,130.0,3.4134720853,202.0,277.0,0.0,-69.0,75.0
白城,吉林,53,0.23021728866442676,1,0.0,165.0,165.0,-0.8658604616,195.0,105.0,2.8325852839,314.0,311.0,0.0,-90.0,-3.0
白山,吉林,48,0.21908902300206645,1,0.0,165.0,165.0,-0.6367812278,151.0,86.0,3.2254906834,250.0,304.0,0.0,-65.0,54.0
白银,甘肃,92,0.30331501776206204,1,0.0,165.0,165.0,-1.8492170064,290.0,210.0,2.7278675889,321.0,302.0,0.0,-80.0,-19.0
百色,广西,177,0.4207136793592526,1,0.0056497175,59.0,102.0,-0.4782521687,114.0,106.0,3.3597238405,213.0,236.0,43.0,-8.0,23.0
益阳,湖南,438,0.6618156843109719,1,0.0,165.0,165.0,-2.0973273105,305.0,309.0,3.5806315088,155.0,145.0,0.0,4.0,-10.0
盐城,江苏,2641,1.0,0,0.0022718667,127.0,109.0,-0.6652308401,156.0,231.0,3.8678010739,47.0,45.0,-18.0,75.0,-2.0
盘锦,辽宁,124,0.35213633723318016,1,0.0,165.0,165.0,-0.5973392411,144.0,109.0,3.2581542996,244.0,263.0,0.0,-35.0,19.0
眉山,四川,888,0.9423375191511797,1,0.0011261261,159.0,159.0,-1.0051288427,220.0,275.0,3.891129933,39.0,86.0,0.0,55.0,47.0
石嘴山,宁夏,84,0.28982753492378877,1,0.0,165.0,165.0,-1.4730703905,262.0,180.0,3.1259579556,273.0,295.0,0.0,-82.0,22.0
石家庄,河北,3108,1.0,0,0.0038610039,85.0,63.0,-0.0775683993,44.0,59.0,3.6635805091,123.0,87.0,-22.0,15.0,-36.0
神农架,湖北,24,0.15491933384829668,1,0.0,165.0,165.0,-1.5710448323,275.0,118.0,3.0288503481,291.0,322.0,0.0,-157.0,31.0
福州,福建,4253,1.0,0,0.0091699976,34.0,23.0,0.2222370909,21.0,16.0,3.8961547737,35.0,35.0,-11.0,-5.0,0.0
秦皇岛,河北,453,0.6730527468185536,1,0.0022075055,129.0,143.0,-1.8499981525,291.0,303.0,3.3275433798,222.0,157.0,14.0,12.0,-65.0
红河州,云南,496,0.7042726744663603,1,0.0,165.0,165.0,-0.1582548896,52.0,79.0,3.4675283487,187.0,142.0,0.0,27.0,-45.0
绍兴,浙江,3332,1.0,0,0.0030012005,107.0,87.0,-0.4383648106,110.0,183.0,3.958452979,21.0,21.0,-20.0,73.0,0.0
绥化,黑龙江,136,0.3687817782917155,1,0.0,165.0,165.0,-1.09762516,238.0,174.0,2.7493287255,320.0,282.0,0.0,-64.0,-38.0
绵阳,四川,1464,1.0,0,0.006147541,52.0,41.0,0.0792423558,32.0,26.0,3.8852476157,42.0,40.0,-11.0,-6.0,-2.0
聊城,山东,332,0.5761944116355173,1,0.0030120482,106.0,130.0,-0.3988644509,101.0,113.0,3.7252345303,108.0,163.0,24.0,12.0,55.0
肇庆,广东,2968,1.0,0,0.0023584906,124.0,104.0,-0.8161311028,186.0,254.0,3.7908005669,80.0,67.0,-20.0,68.0,-13.0
自贡,四川,326,0.5709640969448079,1,0.0,165.0,165.0,-0.7613873956,176.0,181.0,3.6146217954,144.0,176.0,0.0,5.0,32.0
舟山,浙江,568,0.7536577472566709,1,0.0017605634,141.0,148.0,-1.3387063825,253.0,284.0,3.7541717017,96.0,125.0,7.0,31.0,29.0
芜湖,安徽,5804,1.0,0,0.0065472088,49.0,37.0,-0.0688430901,43.0,57.0,3.8888485849,40.0,38.0,-12.0,14.0,-2.0
苏州,江苏,87734,1.0,0,0.0067020767,47.0,35.0,-0.287216406,78.0,138.0,3.9511209761,22.0,22.0,-12.0,60.0,0.0
茂名,广东,690,0.8306623862918074,1,0.0,165.0,165.0,-0.3425877578,92.0,135.0,3.6920291477,114.0,115.0,0.0,43.0,1.0
荆州,湖北,1397,1.0,0,0.0014316392,152.0,146.0,-1.0077639047,221.0,283.0,3.8374653046,58.0,54.0,-6.0,62.0,-4.0
荆门,湖北,2626,1.0,0,0.0011424219,157.0,154.0,-0.6187675182,149.0,220.0,3.8279055792,62.0,57.0,-3.0,71.0,-5.0
莆田,福建,417,0.6457553716385176,1,0.0,165.0,165.0,-0.8932843874,198.0,215.0,3.6696929932,122.0,144.0,0.0,17.0,22.0
菏泽,山东,401,0.6332456079595026,1,0.0024937656,119.0,136.0,-1.4622309135,261.0,272.0,3.5179224778,172.0,159.0,17.0,11.0,-13.0
萍乡,江西,531,0.7286974680894672,1,0.0,165.0,165.0,-1.6658533627,279.0,300.0,3.5729653766,160.0,134.0,0.0,21.0,-26.0
营口,辽宁,876,0.9359487165438072,1,0.0,165.0,165.0,-1.7045626409,282.0,324.0,3.3482501234,215.0,112.0,0.0,42.0,-103.0
葫芦岛,辽宁,173,0.4159326868617084,1,0.0,165.0,165.0,-0.7342651276,173.0,144.0,3.4020484526,206.0,235.0,0.0,-29.0,29.0
蚌埠,安徽,732,0.8555699854482975,1,0.0040983607,81.0,73.0,-0.9846062381,213.0,259.0,3.686716763,116.0,111.0,-8.0,46.0,-5.0
衡水,河北,332,0.5761944116355173,1,0.0,165.0,165.0,-2.8301448194,326.0,327.0,3.126102658,272.0,202.0,0.0,1.0,-70.0
衡阳,湖南,721,0.8491171886141512,1,0.0069348128,44.0,43.0,-0.8000410058,184.0,236.0,3.7407527831,98.0,110.0,-1.0,52.0,12.0
衢州,浙江,1082,1.0,0,0.0,165.0,165.0,-0.704415078,164.0,238.0,3.777429565,85.0,70.0,0.0,74.0,-15.0
襄阳,湖北,1904,1.0,0,0.0015756303,146.0,137.0,-0.5793585235,142.0,216.0,3.7711840299,87.0,71.0,-9.0,74.0,-16.0
西双版纳,云南,252,0.5019960159204453,1,0.0,165.0,165.0,-0.5687605079,140.0,136.0,3.4574058804,190.0,209.0,0.0,-4.0,19.0
西宁,青海,630,0.7937253933193772,1,0.0,165.0,165.0,-0.522321135,128.0,176.0,3.5570441798,164.0,126.0,0.0,48.0,-38.0
西安,陕西,13645,1.0,0,0.010773177,20.0,14.0,0.4559406007,9.0,5.0,3.9502356666,24.0,24.0,-6.0,-4.0,0.0
许昌,河南,660,0.812403840463596,1,0.003030303,105.0,99.0,-1.8697919404,292.0,321.0,3.6360037085,133.0,120.0,-6.0,29.0,-13.0
贵港,广西,236,0.48579831205964474,1,0.0,165.0,165.0,-1.5563690818,271.0,247.0,3.5103473068,175.0,213.0,0.0,-24.0,38.0
贵阳,贵州,2909,1.0,0,0.0089377793,35.0,24.0,-0.3406986707,89.0,153.0,3.8077102894,73.0,63.0,-11.0,64.0,-10.0
贺州,广西,135,0.3674234614174767,1,0.0,165.0,165.0,-0.9724732732,209.0,159.0,3.3334035745,219.0,252.0,0.0,-50.0,33.0
资阳,四川,192,0.4381780460041329,1,0.0052083333,65.0,108.0,-0.1915922675,61.0,61.0,3.5873114066,152.0,220.0,43.0,0.0,68.0
赣州,江西,1738,1.0,0,0.00287687,112.0,91.0,-0.833038862,191.0,257.0,3.8134415138,70.0,61.0,-21.0,66.0,-9.0
赤峰,内蒙古,323,0.5683308895353129,1,0.0,165.0,165.0,-1.1404980791,240.0,227.0,3.0386305132,289.0,211.0,0.0,-13.0,-78.0
辽源,吉林,54,0.232379000772445,1,0.0,165.0,165.0,-1.4173412245,256.0,152.0,2.8571097487,313.0,308.0,0.0,-104.0,-5.0
辽阳,辽宁,100,0.31622776601683794,1,0.0,165.0,165.0,-0.6102343626,148.0,102.0,3.1518612032,263.0,283.0,0.0,-46.0,20.0
达州,四川,262,0.5118593556827891,1,0.0,165.0,165.0,-0.3709728622,97.0,101.0,3.4602594734,188.0,206.0,0.0,4.0,18.0
运城,山西,398,0.6308724118235002,1,0.0,165.0,165.0,-2.3523305389,313.0,317.0,3.2573875019,245.0,178.0,0.0,4.0,-67.0
连云港,江苏,1187,1.0,0,0.00168492,144.0,135.0,-1.052941476,230.0,289.0,3.8377889616,57.0,53.0,-9.0,59.0,-4.0
迪庆,云南,35,0.18708286933869708,1,0.0,165.0,165.0,-0.4737730563,113.0,64.0,3.1305830477,269.0,317.0,0.0,-49.0,48.0
通化,吉林,98,0.31304951684997057,1,0.0,165.0,165.0,-1.4933270821,264.0,186.0,3.1374763971,266.0,288.0,0.0,-78.0,22.0
通辽,内蒙古,230,0.47958315233127197,1,0.0,165.0,165.0,-1.0253961738,225.0,193.0,3.1321900384,268.0,226.0,0.0,-32.0,-42.0
遂宁,四川,512,0.7155417527999327,1,0.0,165.0,165.0,-0.3133465092,82.0,112.0,3.7344155342,102.0,132.0,0.0,30.0,30.0
遵义,贵州,422,0.6496152707564686,1,0.0,165.0,165.0,-2.0191111761,301.0,307.0,3.2602603842,243.0,169.0,0.0,6.0,-74.0
邢台,河北,453,0.6730527468185536,1,0.0,165.0,165.0,-2.6447077178,317.0,331.0,3.3027551477,229.0,160.0,0.0,14.0,-69.0
那曲,西藏,6,0.07745966692414834,1,0.0,165.0,165.0,-0.2633929888,72.0,43.0,2.1639556569,336.0,339.0,0.0,-29.0,3.0
邯郸,河北,713,0.844393273303382,1,0.0042075736,79.0,70.0,-2.2689983403,312.0,336.0,3.4044658621,205.0,123.0,-9.0,24.0,-82.0
邵阳,湖南,345,0.5873670062235365,1,0.0028985507,110.0,133.0,-1.1535725158,241.0,235.0,3.5114251169,174.0,177.0,23.0,-6.0,3.0
郑州,河南,7795,1.0,0,0.0087235407,37.0,25.0,0.3971680746,14.0,9.0,3.8779633009,45.0,43.0,-12.0,-5.0,-2.0
郴州,湖南,531,0.7286974680894672,1,0.0,165.0,165.0,-1.0106258861,222.0,245.0,3.4832588122,183.0,138.0,0.0,23.0,-45.0
鄂尔多斯,内蒙古,290,0.5385164807134504,1,0.0,165.0,165.0,-0.8718084168,196.0,187.0,3.6429943427,131.0,188.0,0.0,-9.0,57.0
鄂州,湖北,790,0.8888194417315589,1,0.0037974684,86.0,78.0,-1.2379675323,248.0,292.0,3.7404484039,99.0,105.0,-8.0,44.0,6.0
酒泉,甘肃,201,0.4483302354291979,1,0.0,165.0,165.0,-2.21518368,309.0,280.0,3.3285054286,221.0,227.0,0.0,-29.0,6.0
重庆,重庆,22024,1.0,0,0.010851798,19.0,13.0,0.3060287917,18.0,13.0,3.9988189054,13.0,13.0,-6.0,-5.0,0.0
金华,浙江,3097,1.0,0,0.0048433968,72.0,54.0,-0.232163298,67.0,114.0,3.8929747377,37.0,37.0,-18.0,47.0,0.0
金昌,甘肃,52,0.22803508501982758,1,0.0,165.0,165.0,-2.1103023813,306.0,189.0,2.8991300738,307.0,309.0,0.0,-117.0,2.0
钦州,广西,335,0.5787918451395113,1,0.0029850746,108.0,131.0,-1.1944831477,245.0,237.0,3.6157121382,143.0,172.0,23.0,-8.0,29.0
铁岭,辽宁,109,0.3301514803843836,1,0.0091743119,33.0,86.0,-0.5428059487,131.0,96.0,3.3385369144,217.0,266.0,53.0,-35.0,49.0
铜仁,贵州,186,0.4312771730569565,1,0.0,165.0,165.0,-2.0041057305,300.0,262.0,3.2640404656,240.0,238.0,0.0,-38.0,-2.0
铜川,陕西,128,0.35777087639996635,1,0.0,165.0,165.0,-2.7073398019,318.0,278.0,3.0612687221,285.0,269.0,0.0,-40.0,-16.0
铜陵,安徽,408,0.6387487769068525,1,0.0049019608,71.0,82.0,-0.9105719062,203.0,217.0,3.8106203747,72.0,143.0,11.0,14.0,71.0
银川,宁夏,1049,1.0,0,0.0047664442,74.0,56.0,-0.9251934669,205.0,271.0,3.7656059308,90.0,72.0,-18.0,66.0,-18.0
锡林郭勒盟,内蒙古,43,0.2073644135332772,1,0.0,165.0,165.0,-0.3168301047,84.0,53.0,2.8785677243,312.0,315.0,0.0,-31.0,3.0
锦州,辽宁,176,0.41952353926806063,1,0.0,165.0,165.0,-1.072652475,234.0,184.0,3.0133868465,295.0,248.0,0.0,-50.0,-47.0
镇江,江苏,2842,1.0,0,0.0021111893,134.0,111.0,-0.6771323768,158.0,234.0,3.8427297086,53.0,50.0,-23.0,76.0,-3.0
长春,吉林,3102,1.0,0,0.0058027079,57.0,44.0,-0.373833414,98.0,163.0,3.7825405353,83.0,68.0,-13.0,65.0,-15.0
长沙,湖南,13590,1.0,0,0.0091979397,32.0,22.0,0.3819362384,17.0,12.0,3.9596905719,20.0,20.0,-10.0,-5.0,0.0
长治,山西,299,0.5468089245796927,1,0.0,165.0,165.0,-2.6179446773,315.0,313.0,3.0881284354,279.0,215.0,0.0,-2.0,-64.0
阜新,辽宁,104,0.322490309931942,1,0.0,165.0,165.0,-1.0770477256,236.0,156.0,3.0057308149,296.0,289.0,0.0,-80.0,-7.0
阜阳,安徽,592,0.7694153624668538,1,0.0033783784,96.0,94.0,-0.9822821124,212.0,246.0,3.6097824126,146.0,127.0,-2.0,34.0,-19.0
防城港,广西,162,0.40249223594996214,1,0.0,165.0,165.0,-0.9754659428,210.0,170.0,3.4124804677,204.0,241.0,0.0,-40.0,37.0
阳江,广东,812,0.9011104260855048,1,0.0,165.0,165.0,-0.4370370481,109.0,172.0,3.7336315585,103.0,101.0,0.0,63.0,-2.0
阳泉,山西,135,0.3674234614174767,1,0.0,165.0,165.0,-3.2830409199,337.0,298.0,2.946162726,301.0,271.0,0.0,-39.0,-30.0
阿克苏,新疆,241,0.4909175083453431,1,0.0,165.0,165.0,-1.3206272978,252.0,228.0,3.0998226729,278.0,223.0,0.0,-24.0,-55.0
阿勒泰,新疆,15,0.1224744871391589,1,0.0,165.0,165.0,0.1730429082,24.0,34.0,2.2603834427,334.0,333.0,0.0,10.0,-1.0
阿坝,四川,79,0.2810693864511039,1,0.0,165.0,165.0,-0.9856399871,214.0,128.0,3.1951523753,254.0,296.0,0.0,-86.0,42.0
阿拉善盟,内蒙古,12,0.10954451150103323,1,0.0,165.0,165.0,-1.0050520319,219.0,77.0,2.7516666169,319.0,329.0,0.0,-142.0,10.0
阿里,西藏,7,0.08366600265340755,1,0.0,165.0,165.0,-1.233413,247.0,72.0,1.7328679514,340.0,340.0,0.0,-175.0,0.0
陇南,甘肃,98,0.31304951684997057,1,0.0,165.0,165.0,-1.7553694887,284.0,209.0,3.1559813486,262.0,286.0,0.0,-75.0,24.0
随州,湖北,438,0.6618156843109719,1,0.0,165.0,165.0,-0.1640570815,53.0,75.0,3.8354467633,60.0,137.0,0.0,22.0,77.0
雅安,四川,138,0.3714835124201342,1,0.0,165.0,165.0,-0.2602977232,71.0,69.0,3.5922016667,150.0,245.0,0.0,-2.0,95.0
青岛,山东,6538,1.0,0,0.0094830223,26.0,18.0,0.0348414089,34.0,31.0,3.9628605224,19.0,19.0,-8.0,-3.0,0.0
鞍山,辽宁,403,0.6348228099241552,1,0.0,165.0,165.0,-1.0124430749,223.0,224.0,3.3759692229,211.0,164.0,0.0,1.0,-47.0
韶关,广东,1001,1.0,0,0.000999001,161.0,161.0,-0.926298576,206.0,273.0,3.7319237232,105.0,80.0,0.0,67.0,-25.0
马鞍山,安徽,1343,1.0,0,0.0014892033,149.0,142.0,-1.0049883426,218.0,282.0,3.7399251984,100.0,77.0,-7.0,64.0,-23.0
驻马店,河南,373,0.6107372593840988,1,0.0,165.0,165.0,-2.9356711272,330.0,332.0,3.0809317737,281.0,197.0,0.0,2.0,-84.0
鸡西,黑龙江,35,0.18708286933869708,1,0.0,165.0,165.0,-0.8282574856,189.0,90.0,2.4909549396,327.0,324.0,0.0,-99.0,-3.0
鹤壁,河南,336,0.5796550698475775,1,0.0,165.0,165.0,-3.0516168785,333.0,329.0,3.4311879185,198.0,186.0,0.0,-4.0,-12.0
鹤岗,黑龙江,32,0.17888543819998318,1,0.0,165.0,165.0,-1.5703010753,274.0,133.0,2.4777720048,328.0,326.0,0.0,-141.0,-2.0
鹰潭,江西,314,0.5603570290448759,1,0.0,165.0,165.0,-1.7525474783,283.0,279.0,3.5645099112,162.0,185.0,0.0,-4.0,23.0
黄冈,湖北,879,0.9375499986667378,1,0.0011376564,158.0,158.0,-0.6031922692,146.0,213.0,3.8261165454,64.0,93.0,0.0,67.0,29.0
黄南,青海,2,0.044721359549995794,1,0.0,165.0,165.0,-0.1825828843,58.0,37.0,1.0986122887,342.0,342.0,0.0,-21.0,0.0
黄山,安徽,312,0.5585696017507576,1,0.0032051282,102.0,126.0,-0.7048464072,165.0,171.0,3.7295126084,106.0,175.0,24.0,6.0,69.0
黄石,湖北,965,0.982344135219425,1,0.0051813472,66.0,51.0,-0.9050682341,202.0,264.0,3.769064537,88.0,82.0,-15.0,62.0,-6.0
黑河,黑龙江,34,0.18439088914585774,1,0.0,165.0,165.0,-1.4323165258,258.0,120.0,2.8928987189,309.0,320.0,0.0,-138.0,11.0
黔东南,贵州,118,0.34351128074635334,1,0.0,165.0,165.0,-1.526929765,267.0,203.0,3.3132756761,227.0,264.0,0.0,-64.0,37.0
黔南,贵州,184,0.4289522117905443,1,0.0,165.0,165.0,-1.3733295507,255.0,218.0,3.5797120822,156.0,222.0,0.0,-37.0,66.0
黔西南,贵州,101,0.3178049716414141,1,0.0,165.0,165.0,-1.6471460351,277.0,202.0,3.2730005416,237.0,279.0,0.0,-75.0,42.0
齐齐哈尔,黑龙江,155,0.39370039370059057,1,0.0,165.0,165.0,-0.8248736248,188.0,149.0,2.9729475833,298.0,257.0,0.0,-39.0,-41.0
龙岩,福建,281,0.5300943312279429,1,0.0035587189,90.0,122.0,-0.5070140678,122.0,125.0,3.6614866988,126.0,191.0,32.0,3.0,65.0
