city,province,region_std,city_job_count,small_sample_threshold,small_sample_penalty_weight,small_sample_penalty_flag,GDI_c,GDI_c_penalty_display,Exposure_c,Exposure_c_penalty_display,SRI_c,SRI_c_penalty_display,entropy_c,entropy_c_penalty_display,GDI_rank_raw,GDI_rank_penalty,Exposure_rank_raw,Exposure_rank_penalty,SRI_rank_raw,SRI_rank_penalty,entropy_rank_raw,entropy_rank_penalty
巴彦淖尔,内蒙古,西部,98,1000,0.31304951684997057,1,0.0,0.0,7.9102238775,2.4762917630264756,-0.3004808649,-0.09406538957960628,3.1798639409,0.9954548703473883,165.0,165.0,292.0,293.0,80.0,67.0,258.0,285.0
巴音郭楞,新疆,西部,74,1000,0.2720294101747089,1,0.0135135135,0.0036760731067929657,9.1725202556,2.495195274946438,-0.0196457354,-0.005344217813310398,3.3857988037,0.921036851540746,13.0,67.0,21.0,291.0,39.0,36.0,209.0,294.0
常州,江苏,东部,19794,1000,1.0,0,0.0047994342,0.0047994342,8.2161354815,8.2161354815,-0.5154473622,-0.5154473622,3.9391115585,3.9391115585,73.0,55.0,217.0,75.0,125.0,198.0,26.0,26.0
常德,湖南,中部,586,1000,0.7655063683601855,1,0.0017064846,0.0013063248288085838,7.8856688338,6.036529711053337,-1.1927376828,-0.9130482919665709,3.5231455654,2.6969903669736466,143.0,149.0,296.0,137.0,244.0,268.0,170.0,130.0
平凉,甘肃,西部,83,1000,0.28809720581775866,1,0.0,0.0,8.3527140573,2.406393580902844,-1.425972688,-0.41081874698523857,2.9485932732,0.8494814831019591,165.0,165.0,178.0,297.0,257.0,175.0,300.0,300.0
平顶山,河南,中部,364,1000,0.6033241251599343,1,0.0,0.0,8.0396382543,4.850507716377889,-2.9349710969,-1.7707388694068853,3.3188912294,2.0023671474787337,165.0,165.0,269.0,181.0,329.0,330.0,226.0,184.0
广元,四川,西部,145,1000,0.3807886552931954,1,0.0,0.0,8.4865965278,3.231599679836863,-0.6977928604,-0.2657116049849084,3.2843545732,1.2506449614348847,165.0,165.0,133.0,254.0,162.0,122.0,235.0,250.0
广安,四川,西部,335,1000,0.5787918451395113,1,0.0059701493,0.0034554737291053617,8.3214733484,4.816400913599703,-0.4791540616,-0.2773304634195551,3.6834500712,2.1319508631891124,54.0,75.0,187.0,184.0,115.0,129.0,118.0,168.0
广州,广东,东部,83087,1000,1.0,0,0.0127216051,0.0127216051,9.3149577891,9.3149577891,0.4110771748,0.4110771748,4.0761408502,4.0761408502,15.0,8.0,12.0,3.0,13.0,8.0,3.0,3.0
庆阳,甘肃,西部,132,1000,0.363318042491699,1,0.0,0.0,8.1903676686,2.9757083486430527,-2.8123881174,-1.0217913455406826,2.8867004463,1.0487903554096298,165.0,165.0,229.0,263.0,324.0,287.0,310.0,278.0
廊坊,河北,东部,1105,1000,1.0,0,0.0027149321,0.0027149321,8.0807690947,8.0807690947,-1.0351741708,-1.0351741708,3.4861113821,3.4861113821,115.0,93.0,259.0,84.0,228.0,288.0,181.0,99.0
延安,陕西,西部,195,1000,0.44158804331639234,1,0.0,0.0,8.4843300361,3.746578699491895,-2.738336325,-1.2092165796989507,3.1230772113,1.3791135548639821,165.0,165.0,134.0,231.0,320.0,299.0,274.0,240.0
延边,吉林,东北,126,1000,0.35496478698597694,1,0.0238095238,0.008451542543904548,9.471609191,3.3620877388977366,-0.6743142781,-0.2393578240873693,3.313235654,1.176081988156454,4.0,27.0,6.0,245.0,157.0,115.0,228.0,254.0
开封,河南,中部,539,1000,0.7341661937191061,1,0.0,0.0,8.1601504225,5.99090657586218,-2.9221421081,-2.1453379490101017,3.3480545478,2.4580284637222687,165.0,165.0,236.0,138.0,328.0,340.0,216.0,141.0
开平,广东,东部,249,1000,0.498998997994986,1,0.0040160643,0.002004012061583435,7.7733801443,3.8789089030398194,-0.7628389389,-0.38065586614265834,3.6181724774,1.805464440795636,83.0,119.0,313.0,222.0,177.0,164.0,142.0,201.0
张家口,河北,东部,445,1000,0.6670832032063166,1,0.0,0.0,8.4798709255,5.656779459758653,-1.8878603367,-1.2593599206119914,3.2779196643,2.1866451495142183,165.0,165.0,136.0,148.0,294.0,304.0,236.0,161.0
张家界,湖南,中部,105,1000,0.324037034920393,1,0.0,0.0,8.4043895412,2.7233334672464102,-1.1850794216,-0.3840096219204383,3.2044473341,1.038359612700322,165.0,165.0,162.0,278.0,243.0,166.0,252.0,280.0
张掖,甘肃,西部,116,1000,0.34058772731852804,1,0.0,0.0,7.9827085672,2.7188125687487914,-1.7990992502,-0.6127511248460858,3.0138100113,1.0264667023184944,165.0,165.0,276.0,280.0,287.0,219.0,294.0,281.0
徐州,江苏,东部,2757,1000,1.0,0,0.0029017048,0.0029017048,8.6911551288,8.6911551288,-0.2022955346,-0.2022955346,3.8752980615,3.8752980615,109.0,90.0,82.0,38.0,64.0,107.0,46.0,44.0
德宏,云南,西部,132,1000,0.363318042491699,1,0.0,0.0,8.5256108903,3.097508259709707,-0.4664887544,-0.16948378109299894,3.3593582267,1.2205154549530293,165.0,165.0,124.0,257.0,112.0,93.0,214.0,253.0
德州,山东,东部,380,1000,0.6164414002968976,1,0.0,0.0,8.4145285194,5.1870637433371165,-1.0326709551,-0.6365811296077787,3.4757465234,2.1425940539617696,165.0,165.0,158.0,161.0,227.0,222.0,184.0,165.0
德阳,四川,西部,922,1000,0.9602083107326244,1,0.0021691974,0.0020828813710996007,8.1782888038,7.8528608769803325,-0.5492609038,-0.5274048845892725,3.8914309031,3.7365842937983818,131.0,112.0,231.0,95.0,135.0,205.0,38.0,79.0
忻州,山西,中部,149,1000,0.38600518131237566,1,0.0,0.0,7.6520741975,2.953740288021739,-2.914504469,-1.1250138259920741,3.0276728118,1.1686973926734092,165.0,165.0,321.0,264.0,327.0,294.0,292.0,258.0
怀化,湖南,中部,320,1000,0.565685424949238,1,0.0,0.0,8.6213750167,4.876986189968684,-1.5674635415,-0.886691279565865,3.3956172348,1.9208511784327944,165.0,165.0,94.0,177.0,272.0,263.0,208.0,193.0
怒江,云南,西部,44,1000,0.20976176963403032,1,0.0,0.0,8.1002521248,1.6991232201798623,-1.5228771118,-0.319441397906329,3.0400338223,0.6376828743129532,165.0,165.0,250.0,314.0,266.0,146.0,288.0,313.0
恩施,湖北,中部,206,1000,0.4538722287164087,1,0.0,0.0,8.9658863567,4.069366823133471,0.2785770973,0.12643840802089884,3.261302206,1.48021450075496,165.0,165.0,49.0,214.0,19.0,19.0,242.0,228.0
惠州,广东,东部,16074,1000,1.0,0,0.0051636183,0.0051636183,8.3488365511,8.3488365511,-0.2647963234,-0.2647963234,3.9076718233,3.9076718233,67.0,50.0,180.0,61.0,74.0,121.0,32.0,32.0
成都,四川,西部,35728,1000,1.0,0,0.0117554859,0.0117554859,9.1519963619,9.1519963619,0.2726843724,0.2726843724,4.0002226475,4.0002226475,18.0,11.0,22.0,9.0,20.0,14.0,12.0,12.0
扬州,江苏,东部,2905,1000,1.0,0,0.004130809,0.004130809,8.2030964386,8.2030964386,-0.64509612,-0.64509612,3.9057651228,3.9057651228,80.0,62.0,225.0,77.0,153.0,225.0,33.0,33.0
承德,河北,东部,319,1000,0.5648008498577175,1,0.0031347962,0.0017705355578907433,8.2795168352,4.67627814493224,-1.9001262364,-1.0731929131556663,3.2314167981,1.8251069538113844,104.0,128.0,200.0,187.0,295.0,291.0,248.0,200.0
抚州,江西,中部,411,1000,0.6410928169929843,1,0.0,0.0,8.0809948323,5.180667741144956,-1.9341185368,-1.2399495011554609,3.5518060537,2.2770373483792676,165.0,165.0,258.0,162.0,297.0,301.0,165.0,155.0
抚顺,辽宁,东北,141,1000,0.37549966711037175,1,0.0141843972,0.005326236426761289,8.2504272167,3.098032673389201,-0.876570671,-0.32915199515921517,3.0663704689,1.1514210903090245,9.0,49.0,208.0,256.0,197.0,151.0,284.0,261.0
拉萨,西藏,西部,330,1000,0.5744562646538028,1,0.0060606061,0.003481553141744052,8.9615968524,5.148045453162981,0.06003125,0.034485327637498606,3.5394507465,2.033259654760504,53.0,74.0,52.0,163.0,33.0,32.0,169.0,179.0
揭阳,广东,东部,428,1000,0.6542170893518451,1,0.0023364486,0.0015285446025121933,9.0922904711,5.948331807544559,-0.0135910376,-0.008891489059943487,3.5035563832,2.2920864593971815,126.0,139.0,32.0,139.0,38.0,39.0,177.0,153.0
攀枝花,四川,西部,282,1000,0.5310367218940701,1,0.0,0.0,8.3073299046,4.411497240231363,-0.1060063824,-0.05629328180954525,3.3240673576,1.765201832934988,165.0,165.0,194.0,200.0,48.0,50.0,225.0,207.0
文山,云南,西部,193,1000,0.4393176527297759,1,0.0,0.0,8.8639757775,3.8941010324248904,-0.278261363,-0.12224512883854811,3.328657863,1.462338159113672,165.0,165.0,61.0,220.0,76.0,82.0,220.0,230.0
新乡,河南,中部,825,1000,0.9082951062292475,1,0.0012121212,0.001100963754116723,8.361891995,7.59506557787602,-1.7601518455,-1.5987373074880284,3.5837519474,3.2551043557629558,155.0,156.0,170.0,103.0,285.0,325.0,153.0,108.0
新余,江西,中部,347,1000,0.5890670590009256,1,0.0028818444,0.001697599605206287,8.3560727461,4.922287197342915,-1.6881438268,-0.9944299192236439,3.636676702,2.1422464493843254,111.0,134.0,173.0,174.0,280.0,281.0,132.0,166.0
无锡,江苏,东部,24491,1000,1.0,0,0.0068188314,0.0068188314,8.448571975,8.448571975,-0.1970204844,-0.1970204844,3.9827949211,3.9827949211,45.0,34.0,146.0,53.0,63.0,103.0,17.0,17.0
日喀则,西藏,西部,13,1000,0.11401754250991379,1,0.0,0.0,9.8631542014,1.1245726034399595,0.1856681077,0.02116942136242,2.3947004059,0.27303785532821107,165.0,165.0,3.0,331.0,22.0,35.0,332.0,334.0
日照,山东,东部,240,1000,0.4898979485566356,1,0.0,0.0,8.2351273967,4.034372017745877,-0.5849389675,-0.2865604002090865,3.4692144457,1.6995610400514758,165.0,165.0,212.0,215.0,143.0,137.0,186.0,214.0
昆明,云南,西部,14163,1000,1.0,0,0.0054367013,0.0054367013,9.2820373704,9.2820373704,0.1217025958,0.1217025958,3.832234942,3.832234942,60.0,46.0,13.0,4.0,26.0,20.0,61.0,56.0
昌吉,新疆,西部,161,1000,0.4012480529547776,1,0.0,0.0,8.5802734478,3.4428180147493266,-0.1832745042,-0.07353853796650221,3.5050458728,1.406392831978179,165.0,165.0,109.0,242.0,59.0,58.0,176.0,239.0
昌都,西藏,西部,9,1000,0.09486832980505137,1,0.0,0.0,7.5667575911,0.7178456547073508,-0.264053046,-0.025050271453956403,2.1972245773,0.208447025855061,165.0,165.0,326.0,337.0,73.0,44.0,335.0,336.0
昭通,云南,西部,253,1000,0.5029910535983717,1,0.0,0.0,8.4047867653,4.227532550347898,-1.283299631,-0.6454882334790917,3.4455241609,1.7330678278897365,165.0,165.0,161.0,209.0,249.0,226.0,193.0,210.0
晋中,山西,中部,225,1000,0.4743416490252569,1,0.0,0.0,7.9089310939,3.7515354171076547,-2.6190040464,-1.2423026981731964,3.1800534872,1.5084318151069667,165.0,165.0,293.0,230.0,316.0,302.0,257.0,225.0
晋城,山西,中部,183,1000,0.42778499272414877,1,0.0,0.0,7.7978970041,3.3358233131625803,-2.949525358,-1.2617626838117222,3.1293328069,1.3386816120311564,165.0,165.0,311.0,247.0,331.0,305.0,270.0,244.0
普洱,云南,西部,191,1000,0.43703546766824314,1,0.0052356021,0.002288143812298336,9.0236339392,3.9436480786853028,0.0936728572,0.040938360954222555,3.4722848311,1.5175116250371352,64.0,107.0,39.0,219.0,30.0,30.0,185.0,224.0
景德镇,江西,中部,381,1000,0.6172519744804386,1,0.0,0.0,8.5208115821,5.259487773227015,-1.5378618438,-0.9492482595636778,3.6237410209,2.236761300156285,165.0,165.0,125.0,160.0,269.0,276.0,137.0,158.0
曲靖,云南,西部,870,1000,0.9327379053088815,1,0.0,0.0,8.5864892906,8.008944034871387,-0.7806148899,-0.7281090972582491,3.7480162762,3.495916850526382,165.0,165.0,108.0,88.0,180.0,242.0,97.0,97.0
朔州,山西,中部,131,1000,0.3619392214170772,1,0.0,0.0,8.2781198117,2.9961762394439795,-3.9356284898,-1.4244583113850793,2.977684596,1.0777408443018641,165.0,165.0,201.0,260.0,341.0,312.0,297.0,272.0
朝阳,辽宁,东北,181,1000,0.42544094772365293,1,0.0165745856,0.007051507405790811,8.4819954307,3.6085881746247015,-0.6651723119,-0.2829915387742693,3.4127880441,1.4519397798618559,5.0,32.0,135.0,236.0,155.0,134.0,203.0,231.0
本溪,辽宁,东北,130,1000,0.36055512754639896,1,0.0,0.0,7.4960876756,2.7027528479749474,-0.4962917747,-0.1789405441271872,3.2331208498,1.1657183003725609,165.0,165.0,331.0,281.0,119.0,95.0,247.0,259.0
来宾,广西,西部,129,1000,0.35916569992135944,1,0.0,0.0,8.3159495948,2.986803856727087,-1.295351104,-0.46524568591206567,3.4285847536,1.2314300427664457,165.0,165.0,188.0,262.0,251.0,185.0,199.0,251.0
杭州,浙江,东部,31458,1000,1.0,0,0.0133193464,0.0133193464,9.2283314658,9.2283314658,0.5918837708,0.5918837708,4.0650665214,4.0650665214,14.0,7.0,18.0,7.0,6.0,3.0,5.0,5.0
松原,吉林,东北,71,1000,0.2664582518894845,1,0.0,0.0,8.2142097587,2.1887439729567464,-0.7112012345,-0.18950543768651334,3.213669972,0.8563088828888487,165.0,165.0,218.0,301.0,166.0,100.0,251.0,299.0
林芝,西藏,西部,83,1000,0.28809720581775866,1,0.0240963855,0.006942101332857556,9.4478725449,2.7219056811080065,0.8727481827,0.25143631281839673,3.2661450722,0.9409672690962616,3.0,33.0,7.0,279.0,3.0,15.0,239.0,292.0
果洛,青海,西部,2,1000,0.044721359549995794,1,0.0,0.0,8.3392728422,0.3729436191615415,1.0193093938,0.04558490189281805,1.0986122887,0.049131435168996485,165.0,165.0,185.0,342.0,2.0,28.0,342.0,342.0
枣庄,山东,东部,282,1000,0.5310367218940701,1,0.0,0.0,8.4362559113,4.4799616841962235,-0.9924726719,-0.527039434255225,3.6226794176,1.9237758023954232,165.0,165.0,156.0,195.0,216.0,204.0,138.0,192.0
柳州,广西,西部,1390,1000,1.0,0,0.0035971223,0.0035971223,8.6297795817,8.6297795817,-0.3593427573,-0.3593427573,3.7988949507,3.7988949507,89.0,68.0,93.0,42.0,94.0,160.0,76.0,65.0
株洲,湖南,中部,1218,1000,1.0,0,0.0,0.0,8.255442182,8.255442182,-0.9555584435,-0.9555584435,3.7655102176,3.7655102176,165.0,165.0,207.0,70.0,208.0,277.0,91.0,73.0
桂林,广西,西部,1038,1000,1.0,0,0.0105973025,0.0105973025,9.4322094349,9.4322094349,0.6743906234,0.6743906234,3.9862909346,3.9862909346,21.0,15.0,8.0,2.0,5.0,2.0,15.0,15.0
梅州,广东,东部,456,1000,0.6752777206453653,1,0.0021929825,0.001480872224015175,8.4383347042,5.698219425094859,-0.3965184789,-0.2677600946253594,3.6808162718,2.4855732221354754,130.0,144.0,154.0,144.0,100.0,124.0,120.0,139.0
梧州,广西,西部,287,1000,0.5357238094391549,1,0.0034843206,0.0018666335051393218,8.6445217771,4.631076137207745,-1.064732174,-0.5704023762877131,3.5809642417,1.9184078050289184,93.0,123.0,88.0,189.0,232.0,214.0,154.0,194.0
楚雄,云南,西部,340,1000,0.5830951894845301,1,0.0058823529,0.0034299716788403754,8.5575411976,4.989861106136245,-0.8181870874,-0.4770809547612988,3.5777714744,2.0861813357976144,56.0,77.0,115.0,168.0,187.0,188.0,158.0,173.0
榆林,陕西,西部,449,1000,0.6700746227100381,1,0.004454343,0.0029847422051460996,8.0806347984,5.414628313795485,-2.2237063135,-1.4900491690364424,3.4155615357,2.288681107377096,75.0,88.0,260.0,154.0,311.0,318.0,201.0,154.0
武威,甘肃,西部,114,1000,0.33763886032268264,1,0.0087719298,0.0029617443805025775,8.138756273,2.747960392459804,-1.5687319998,-0.5296648845641948,3.1750717812,1.072027617647078,36.0,89.0,241.0,276.0,273.0,206.0,259.0,273.0
武汉,湖北,中部,52255,1000,1.0,0,0.0093579562,0.0093579562,8.9705052026,8.9705052026,0.0896286451,0.0896286451,4.0192671082,4.0192671082,29.0,20.0,46.0,22.0,31.0,25.0,9.0,9.0
毕节,贵州,西部,302,1000,0.5495452665613635,1,0.0033112583,0.0018196863251270273,8.024762502,4.409970248253224,-2.7793402984,-1.5273733051489677,3.3813168927,1.8581866931272628,98.0,125.0,272.0,202.0,322.0,323.0,210.0,199.0
永州,湖南,中部,314,1000,0.5603570290448759,1,0.0,0.0,8.7556611829,4.906296287773388,-0.8658237402,-0.4851704187349945,3.6197903268,2.0283749532910287,165.0,165.0,69.0,175.0,194.0,192.0,141.0,181.0
汉中,陕西,西部,216,1000,0.46475800154489,1,0.0,0.0,7.8353712386,3.6415514782140455,-2.8151276594,-1.3083531050764876,3.0877097672,1.4350378207545094,165.0,165.0,307.0,234.0,325.0,306.0,280.0,234.0
汕头,广东,东部,1462,1000,1.0,0,0.0020519836,0.0020519836,8.7512902857,8.7512902857,-0.18177623,-0.18177623,3.7609747888,3.7609747888,135.0,116.0,71.0,32.0,57.0,97.0,94.0,74.0
汕尾,广东,东部,607,1000,0.7791020472312982,1,0.0016474465,0.001283528940854037,8.455504132,6.587700579613901,-0.7233428801,-0.5635579187360935,3.8183114399,2.974854259792776,145.0,150.0,143.0,127.0,169.0,212.0,68.0,118.0
江门,广东,东部,5036,1000,1.0,0,0.0025814138,0.0025814138,8.4431266525,8.4431266525,-0.5608992702,-0.5608992702,3.9086361139,3.9086361139,117.0,95.0,149.0,54.0,138.0,211.0,31.0,31.0
池州,安徽,中部,295,1000,0.5431390245600107,1,0.0033898305,0.0018411492311937736,8.0291881134,4.360965399920909,-0.642092743,-0.34874562611008164,3.621850384,1.9671682846680603,95.0,124.0,271.0,205.0,152.0,157.0,139.0,187.0
沈阳,辽宁,东北,6256,1000,1.0,0,0.0059143223,0.0059143223,8.7522454072,8.7522454072,-0.1703921497,-0.1703921497,3.9169413055,3.9169413055,55.0,42.0,70.0,31.0,55.0,94.0,29.0,29.0
沧州,河北,东部,663,1000,0.8142481194328913,1,0.0015082956,0.0012281268558489045,8.181457312,6.661736230516477,-1.7955943066,-1.4620592874134564,3.5144599531,2.8616424076338824,148.0,151.0,230.0,125.0,286.0,316.0,173.0,124.0
河池,广西,西部,113,1000,0.3361547262794322,1,0.0,0.0,8.8861067881,2.9871067950435597,-0.8559960072,-0.2877471034966029,3.4351465322,1.1547407422614318,165.0,165.0,59.0,261.0,193.0,139.0,196.0,260.0
河源,广东,东部,1234,1000,1.0,0,0.0024311183,0.0024311183,8.2168947789,8.2168947789,-0.4247860142,-0.4247860142,3.7387179859,3.7387179859,122.0,101.0,216.0,73.0,107.0,179.0,101.0,78.0
泉州,福建,东部,2133,1000,1.0,0,0.0032817628,0.0032817628,8.9861298617,8.9861298617,-0.0979727563,-0.0979727563,3.8253497138,3.8253497138,99.0,79.0,42.0,19.0,47.0,70.0,65.0,58.0
泰安,山东,东部,312,1000,0.5585696017507576,1,0.0,0.0,8.2111769949,4.586513863946276,-0.6953072945,-0.38837751858326175,3.4833929199,1.9457173960099519,165.0,165.0,219.0,192.0,161.0,168.0,182.0,190.0
泰州,江苏,东部,2832,1000,1.0,0,0.0017655367,0.0017655367,8.029606629,8.029606629,-0.9019369043,-0.9019369043,3.8635176799,3.8635176799,140.0,129.0,270.0,86.0,200.0,266.0,48.0,46.0
泸州,四川,西部,637,1000,0.7981227975693966,1,0.0031397174,0.0025058800348653123,9.0245888679,7.202730114161982,-0.1799579897,-0.14362857418432864,3.8015274572,3.034085729177339,103.0,98.0,37.0,109.0,56.0,87.0,75.0,117.0
洛阳,河南,中部,1077,1000,1.0,0,0.0027855153,0.0027855153,8.4375812495,8.4375812495,-1.8056444654,-1.8056444654,3.6213552956,3.6213552956,114.0,92.0,155.0,55.0,288.0,333.0,140.0,91.0
济南,山东,东部,5426,1000,1.0,0,0.0093991891,0.0093991891,8.9640146822,8.9640146822,0.173578862,0.173578862,3.8412936639,3.8412936639,28.0,19.0,51.0,24.0,23.0,17.0,54.0,51.0
济宁,山东,东部,749,1000,0.8654478609367522,1,0.0053404539,0.004621884404186336,8.5426301401,7.393200981523373,-1.0313177486,-0.8925517394719772,3.7615821285,3.2554532068482405,63.0,57.0,119.0,107.0,226.0,265.0,93.0,107.0
济源,河南,中部,88,1000,0.2966479394838265,1,0.0,0.0,7.2809441575,2.15987708181918,-4.6647075303,-1.3837758771581843,2.6840225311,0.7962097533789797,165.0,165.0,339.0,302.0,343.0,308.0,322.0,303.0
海东,青海,西部,33,1000,0.1816590212458495,1,0.0,0.0,8.066051463,1.4652710140872327,-1.5437984708,-0.2804449192063672,2.4082687167,0.43748373797272,165.0,165.0,263.0,323.0,270.0,132.0,331.0,327.0
海北,青海,西部,6,1000,0.07745966692414834,1,0.0,0.0,7.2999440358,0.5654512335779912,0.5831530495,0.04517084098007139,1.3862943611,0.10738189946963103,165.0,165.0,337.0,339.0,8.0,29.0,341.0,341.0
海南州,青海,西部,8,1000,0.08944271909999159,1,0.0,0.0,12.1481255434,1.086561380569759,-0.9864534975,-0.08823108308209675,2.0794415417,0.18599090569912655,165.0,165.0,1.0,332.0,215.0,63.0,338.0,337.0
海口,海南,东部,2046,1000,1.0,0,0.0014662757,0.0014662757,9.0927154104,9.0927154104,0.1216335642,0.1216335642,3.8132647321,3.8132647321,151.0,145.0,31.0,13.0,27.0,21.0,71.0,62.0
海宁,浙江,东部,931,1000,0.9648834126463155,1,0.0021482277,0.0020727892743173455,8.2822103163,7.991367354246065,-0.6817071094,-0.6577678821431272,3.8450286562,3.7100043715171322,133.0,114.0,198.0,89.0,160.0,230.0,51.0,81.0
海西,青海,西部,76,1000,0.27568097504180444,1,0.0,0.0,8.1371478012,2.243256839894091,-0.7941220432,-0.21892433917156595,3.1368071409,0.8647580511214068,165.0,165.0,242.0,299.0,181.0,111.0,267.0,298.0
淄博,山东,东部,528,1000,0.726636084983398,1,0.0151515152,0.011009637686494447,8.4488539185,6.139242133935481,-0.5112979243,-0.3715275219734898,3.6499298824,2.6521707602110505,7.0,12.0,144.0,130.0,124.0,162.0,129.0,133.0
淮北,安徽,中部,260,1000,0.5099019513592785,1,0.0,0.0,7.9816235099,4.069845402713104,-1.5279183424,-0.7790885443073943,3.6992495417,1.8862545598777467,165.0,165.0,277.0,213.0,268.0,251.0,111.0,196.0
淮南,安徽,中部,391,1000,0.6252999280345393,1,0.0,0.0,8.1199167253,5.077383343976542,-0.6788520415,-0.42448613269605007,3.7173645658,2.3244677954728865,165.0,165.0,248.0,166.0,159.0,178.0,109.0,149.0
淮安,江苏,东部,1739,1000,1.0,0,0.0017251294,0.0017251294,8.1639901457,8.1639901457,-0.7320745588,-0.7320745588,3.8221909073,3.8221909073,142.0,132.0,235.0,79.0,172.0,243.0,67.0,60.0
深圳,广东,东部,98489,1000,1.0,0,0.0124683975,0.0124683975,9.1391387692,9.1391387692,0.4120143846,0.4120143846,4.0677072111,4.0677072111,17.0,10.0,23.0,10.0,12.0,7.0,4.0,4.0
清远,广东,东部,3012,1000,1.0,0,0.0019920319,0.0019920319,8.3049900908,8.3049900908,-0.8298437768,-0.8298437768,3.8234695628,3.8234695628,137.0,121.0,195.0,65.0,190.0,256.0,66.0,59.0
温州,浙江,东部,4254,1000,1.0,0,0.0023507287,0.0023507287,8.6174201779,8.6174201779,-0.2108861605,-0.2108861605,3.8876303679,3.8876303679,125.0,105.0,96.0,43.0,66.0,110.0,41.0,39.0
渭南,陕西,西部,325,1000,0.570087712549569,1,0.0,0.0,8.2040448525,4.677025163615791,-2.0656220334,-1.1775857400129954,3.4236246813,1.9517663631905644,165.0,165.0,224.0,186.0,303.0,296.0,200.0,189.0
湖州,浙江,东部,3982,1000,1.0,0,0.005775992,0.005775992,8.3438033615,8.3438033615,-0.5159969425,-0.5159969425,3.9120686555,3.9120686555,58.0,45.0,183.0,62.0,126.0,199.0,30.0,30.0
湘潭,湖南,中部,1092,1000,1.0,0,0.0,0.0,8.1740516326,8.1740516326,-0.904751434,-0.904751434,3.7601875956,3.7601875956,165.0,165.0,232.0,78.0,201.0,267.0,95.0,75.0
湘西,湖南,中部,117,1000,0.3420526275297414,1,0.0,0.0,8.2078285142,2.8075093095956434,-0.5394655745,-0.18452561721956645,3.4366004357,1.175498208801039,165.0,165.0,222.0,271.0,130.0,98.0,195.0,255.0
湛江,广东,东部,1691,1000,1.0,0,0.0017740982,0.0017740982,8.9971374376,8.9971374376,-0.3072093663,-0.3072093663,3.6850820986,3.6850820986,139.0,127.0,41.0,18.0,81.0,145.0,117.0,84.0
滁州,安徽,中部,1978,1000,1.0,0,0.0025278059,0.0025278059,7.9694736167,7.9694736167,-0.9228543008,-0.9228543008,3.8403352603,3.8403352603,118.0,97.0,279.0,91.0,204.0,269.0,55.0,52.0
滨州,山东,东部,247,1000,0.4969909455915671,1,0.004048583,0.0020121090934759433,8.3685252594,4.15908128187612,-0.5477345178,-0.27221909593456306,3.5942151049,1.7862923636437444,82.0,118.0,168.0,210.0,134.0,126.0,149.0,205.0
漯河,河南,中部,286,1000,0.5347896782848375,1,0.006993007,0.0037397879637736165,7.7297093238,4.133768762510311,-2.8065238226,-1.5008999721869862,3.2909452043,1.7599635270606258,43.0,66.0,316.0,212.0,323.0,320.0,232.0,208.0
漳州,福建,东部,717,1000,0.8467585252006619,1,0.0027894003,0.002361948484222284,8.8530944386,7.496433190291117,-0.2331445033,-0.19741709577294883,3.6610012061,3.0999839820350803,113.0,103.0,64.0,105.0,68.0,104.0,127.0,113.0
潍坊,山东,东部,1126,1000,1.0,0,0.0035523979,0.0035523979,8.3757191853,8.3757191853,-0.2795461346,-0.2795461346,3.7792107058,3.7792107058,91.0,71.0,167.0,56.0,77.0,131.0,84.0,69.0
潜江,湖北,中部,245,1000,0.4949747468305833,1,0.0,0.0,8.085069573,4.0019052650033275,-1.021936237,-0.5058326301860739,3.4863560443,1.7256582003886662,165.0,165.0,256.0,218.0,224.0,195.0,180.0,212.0
潮州,广东,东部,413,1000,0.6426507605223851,1,0.0,0.0,9.0927837474,5.843484390532193,-0.4163702599,-0.26758066418363813,3.6515177428,2.346650654471403,165.0,165.0,30.0,142.0,105.0,123.0,128.0,147.0
濮阳,河南,中部,227,1000,0.47644516998286385,1,0.0,0.0,7.8569028597,3.7433834185286154,-3.3928505046,-1.6165072353905925,3.0384012714,1.4476316102283227,165.0,165.0,301.0,232.0,339.0,326.0,290.0,232.0
烟台,山东,东部,1330,1000,1.0,0,0.0037593985,0.0037593985,8.7418296927,8.7418296927,-0.2406591529,-0.2406591529,3.9315717117,3.9315717117,88.0,65.0,75.0,34.0,70.0,116.0,27.0,27.0
焦作,河南,中部,386,1000,0.6212889826803627,1,0.0,0.0,7.8749628416,4.8926276525033225,-3.5771433954,-2.2224397810298444,3.2702572759,2.031774816046965,165.0,165.0,298.0,176.0,340.0,341.0,238.0,180.0
牡丹江,黑龙江,东北,91,1000,0.30166206257996714,1,0.0,0.0,8.7334625612,2.6345543296765146,-0.1950807728,-0.05884846829254195,3.1112536477,0.9385471925746284,165.0,165.0,77.0,284.0,62.0,51.0,275.0,293.0
玉林,广西,西部,409,1000,0.6395310782127792,1,0.0,0.0,8.3530743454,5.342050642505167,-0.8031652029,-0.5136491081936226,3.6145000369,2.311585105798787,165.0,165.0,177.0,156.0,185.0,197.0,145.0,152.0
玉树,青海,西部,8,1000,0.08944271909999159,1,0.0,0.0,5.884474468,0.5263233968923964,-0.6206357303,-0.05551134728864104,1.8891591638,0.16897153242293841,165.0,165.0,343.0,341.0,150.0,49.0,339.0,338.0
