city,province,region_std,city_job_count,small_sample_threshold,small_sample_penalty_weight,small_sample_penalty_flag,GDI_c,GDI_c_penalty_display,Exposure_c,Exposure_c_penalty_display,SRI_c,SRI_c_penalty_display,entropy_c,entropy_c_penalty_display,GDI_rank_raw,GDI_rank_penalty,Exposure_rank_raw,Exposure_rank_penalty,SRI_rank_raw,SRI_rank_penalty,entropy_rank_raw,entropy_rank_penalty
玉溪,云南,西部,432,1000,0.6572670690061994,1,0.0,0.0,8.4444785115,5.550277640539438,-1.0950129877,-0.7197159769493005,3.5199992754,2.3135796066461034,165.0,165.0,148.0,149.0,237.0,240.0,171.0,151.0
珠海,广东,东部,10203,1000,1.0,0,0.009310987,0.009310987,8.7374945981,8.7374945981,-0.1854696873,-0.1854696873,4.0648912861,4.0648912861,31.0,21.0,76.0,35.0,60.0,99.0,6.0,6.0
甘南,甘肃,西部,43,1000,0.2073644135332772,1,0.0,0.0,9.3188238562,1.9323924437608258,-0.6995885067,-0.14506976040646666,2.7880941051,0.5781514989796488,165.0,165.0,10.0,310.0,163.0,88.0,316.0,319.0
甘孜,四川,西部,95,1000,0.3082207001484488,1,0.0,0.0,8.6156379078,2.655517948167633,-0.901067266,-0.27772758360736854,3.4134720853,1.0521027560683516,165.0,165.0,98.0,283.0,199.0,130.0,202.0,277.0
白城,吉林,东北,53,1000,0.23021728866442676,1,0.0,0.0,8.5693576681,1.9728142879456967,-0.8658604616,-0.19933604783128098,2.8325852839,0.6521101039702135,165.0,165.0,111.0,307.0,195.0,105.0,314.0,311.0
白山,吉林,东北,48,1000,0.21908902300206645,1,0.0,0.0,8.5651440483,1.8765290414140114,-0.6367812278,-0.1395117770647583,3.2254906834,0.7066696025283736,165.0,165.0,113.0,312.0,151.0,86.0,250.0,304.0
白银,甘肃,西部,92,1000,0.30331501776206204,1,0.0,0.0,8.3100026797,2.5205486103959887,-1.8492170064,-0.5608952891421232,2.7278675889,0.8274032061797569,165.0,165.0,192.0,289.0,290.0,210.0,321.0,302.0
百色,广西,西部,177,1000,0.4207136793592526,1,0.0056497175,0.0023769134367653583,8.9355151571,3.7592934587139104,-0.4782521687,-0.20120722955531897,3.3597238405,1.4134817785677536,59.0,102.0,54.0,229.0,114.0,106.0,213.0,236.0
益阳,湖南,中部,438,1000,0.6618156843109719,1,0.0,0.0,8.0564383354,5.331877250051898,-2.0973273105,-1.3880441092226476,3.5806315088,2.3697180922618997,165.0,165.0,267.0,157.0,305.0,309.0,155.0,145.0
盐城,江苏,东部,2641,1000,1.0,0,0.0022718667,0.0022718667,8.0774102428,8.0774102428,-0.6652308401,-0.6652308401,3.8678010739,3.8678010739,127.0,109.0,262.0,85.0,156.0,231.0,47.0,45.0
盘锦,辽宁,东北,124,1000,0.35213633723318016,1,0.0,0.0,8.1969592833,2.8864472184707757,-0.5973392411,-0.21034485244660153,3.2581542996,1.1473145212016815,165.0,165.0,227.0,268.0,144.0,109.0,244.0,263.0
眉山,四川,西部,888,1000,0.9423375191511797,1,0.0011261261,0.0010611908753253932,8.4785949275,7.989698109868126,-1.0051288427,-0.9471706200572143,3.891129933,3.666757727758116,159.0,159.0,137.0,90.0,220.0,275.0,39.0,86.0
石嘴山,宁夏,西部,84,1000,0.28982753492378877,1,0.0,0.0,7.3587587229,2.132770900757035,-1.4730703905,-0.4269363600478379,3.1259579556,0.9059886885469544,165.0,165.0,335.0,304.0,262.0,180.0,273.0,295.0
石家庄,河北,东部,3108,1000,1.0,0,0.0038610039,0.0038610039,8.9190562242,8.9190562242,-0.0775683993,-0.0775683993,3.6635805091,3.6635805091,85.0,63.0,56.0,26.0,44.0,59.0,123.0,87.0
神农架,湖北,中部,24,1000,0.15491933384829668,1,0.0,0.0,9.2624987234,1.4349401319998265,-1.5710448323,-0.24338521886572495,3.0288503481,0.46922747825383354,165.0,165.0,15.0,324.0,275.0,118.0,291.0,322.0
福州,福建,东部,4253,1000,1.0,0,0.0091699976,0.0091699976,8.9697443655,8.9697443655,0.2222370909,0.2222370909,3.8961547737,3.8961547737,34.0,23.0,47.0,23.0,21.0,16.0,35.0,35.0
秦皇岛,河北,东部,453,1000,0.6730527468185536,1,0.0022075055,0.0014857676403920647,8.4312475053,5.674674292549243,-1.8499981525,-1.2451463381493746,3.3275433798,2.2396122119322834,129.0,143.0,157.0,146.0,291.0,303.0,222.0,157.0
红河州,云南,西部,496,1000,0.7042726744663603,1,0.0,0.0,8.348026607,5.879287025028225,-0.1582548896,-0.11145459434597059,3.4675283487,2.442085463926871,165.0,165.0,181.0,141.0,52.0,79.0,187.0,142.0
绍兴,浙江,东部,3332,1000,1.0,0,0.0030012005,0.0030012005,8.4487820769,8.4487820769,-0.4383648106,-0.4383648106,3.958452979,3.958452979,107.0,87.0,145.0,52.0,110.0,183.0,21.0,21.0
绥化,黑龙江,东北,136,1000,0.3687817782917155,1,0.0,0.0,8.32677662,3.07076348936148,-1.09762516,-0.40478415840252874,2.7493287255,1.0139023364983857,165.0,165.0,186.0,258.0,238.0,174.0,320.0,282.0
绵阳,四川,西部,1464,1000,1.0,0,0.006147541,0.006147541,8.6093703482,8.6093703482,0.0792423558,0.0792423558,3.8852476157,3.8852476157,52.0,41.0,100.0,44.0,32.0,26.0,42.0,40.0
聊城,山东,东部,332,1000,0.5761944116355173,1,0.0030120482,0.001735525340416819,8.3908296803,4.834749170774294,-0.3988644509,-0.2298234676086492,3.7252345303,2.146459318390521,106.0,130.0,166.0,182.0,101.0,113.0,108.0,163.0
肇庆,广东,东部,2968,1000,1.0,0,0.0023584906,0.0023584906,8.2374631618,8.2374631618,-0.8161311028,-0.8161311028,3.7908005669,3.7908005669,124.0,104.0,211.0,71.0,186.0,254.0,80.0,67.0
自贡,四川,西部,326,1000,0.5709640969448079,1,0.0,0.0,8.4423375233,4.820271620094251,-0.7613873956,-0.4347248667539132,3.6146217954,2.063819269207581,165.0,165.0,151.0,183.0,176.0,181.0,144.0,176.0
舟山,浙江,东部,568,1000,0.7536577472566709,1,0.0017605634,0.0013268622459465453,8.2298976927,6.202526155233156,-1.3387063825,-1.0089264364730772,3.7541717017,2.8293605875179644,141.0,148.0,215.0,129.0,253.0,284.0,96.0,125.0
芜湖,安徽,中部,5804,1000,1.0,0,0.0065472088,0.0065472088,8.3494097347,8.3494097347,-0.0688430901,-0.0688430901,3.8888485849,3.8888485849,49.0,37.0,179.0,60.0,43.0,57.0,40.0,38.0
苏州,江苏,东部,87734,1000,1.0,0,0.0067020767,0.0067020767,8.3585426557,8.3585426557,-0.287216406,-0.287216406,3.9511209761,3.9511209761,47.0,35.0,171.0,57.0,78.0,138.0,22.0,22.0
茂名,广东,东部,690,1000,0.8306623862918074,1,0.0,0.0,8.6045633038,7.147487086933426,-0.3425877578,-0.28457476440850776,3.6920291477,3.06682974208739,165.0,165.0,102.0,112.0,92.0,135.0,114.0,115.0
荆州,湖北,中部,1397,1000,1.0,0,0.0014316392,0.0014316392,8.2933478506,8.2933478506,-1.0077639047,-1.0077639047,3.8374653046,3.8374653046,152.0,146.0,197.0,67.0,221.0,283.0,58.0,54.0
荆门,湖北,中部,2626,1000,1.0,0,0.0011424219,0.0011424219,7.7679759626,7.7679759626,-0.6187675182,-0.6187675182,3.8279055792,3.8279055792,157.0,154.0,314.0,98.0,149.0,220.0,62.0,57.0
莆田,福建,东部,417,1000,0.6457553716385176,1,0.0,0.0,8.5285438141,5.507352980209526,-0.8932843874,-0.5768431915643726,3.6696929932,2.36972396262313,165.0,165.0,122.0,151.0,198.0,215.0,122.0,144.0
菏泽,山东,东部,401,1000,0.6332456079595026,1,0.0024937656,0.0015791661134804938,8.3981056702,5.318063530833944,-1.4622309135,-0.9259513037964864,3.5179224778,2.2277089582088605,119.0,136.0,164.0,158.0,261.0,272.0,172.0,159.0
萍乡,江西,中部,531,1000,0.7286974680894672,1,0.0,0.0,8.3533892503,6.087093596659383,-1.6658533627,-1.213903127607815,3.5729653766,2.60361082349975,165.0,165.0,176.0,131.0,279.0,300.0,160.0,134.0
营口,辽宁,东北,876,1000,0.9359487165438072,1,0.0,0.0,7.4009838553,6.926941340529472,-1.7045626409,-1.5953832160188777,3.3482501234,3.1337904056638743,165.0,165.0,333.0,121.0,282.0,324.0,215.0,112.0
葫芦岛,辽宁,东北,173,1000,0.4159326868617084,1,0.0,0.0,7.9576856514,3.3098615741876665,-0.7342651276,-0.30540486739152317,3.4020484526,1.4150231537236355,165.0,165.0,284.0,248.0,173.0,144.0,206.0,235.0
蚌埠,安徽,中部,732,1000,0.8555699854482975,1,0.0040983607,0.0035064344044608746,8.2421282463,7.051717543749893,-0.9846062381,-0.84239954480352,3.686716763,3.154244207271905,81.0,73.0,209.0,115.0,213.0,259.0,116.0,111.0
衡水,河北,东部,332,1000,0.5761944116355173,1,0.0,0.0,8.0185275998,4.620230792549918,-2.8301448194,-1.6307136290574904,3.126102658,1.8012428817385369,165.0,165.0,273.0,190.0,326.0,327.0,272.0,202.0
衡阳,湖南,中部,721,1000,0.8491171886141512,1,0.0069348128,0.0058884687483014295,8.4004703931,7.132983803225486,-0.8000410058,-0.6793285696209339,3.7407527831,3.1763374864864335,44.0,43.0,163.0,114.0,184.0,236.0,98.0,110.0
衢州,浙江,东部,1082,1000,1.0,0,0.0,0.0,8.3151324989,8.3151324989,-0.704415078,-0.704415078,3.777429565,3.777429565,165.0,165.0,189.0,63.0,164.0,238.0,85.0,70.0
襄阳,湖北,中部,1904,1000,1.0,0,0.0015756303,0.0015756303,8.2619515223,8.2619515223,-0.5793585235,-0.5793585235,3.7711840299,3.7711840299,146.0,137.0,206.0,69.0,142.0,216.0,87.0,71.0
西双版纳,云南,西部,252,1000,0.5019960159204453,1,0.0,0.0,9.2380146485,4.637446548561713,-0.5687605079,-0.28551550897868894,3.4574058804,1.7356039773807197,165.0,165.0,17.0,188.0,140.0,136.0,190.0,209.0
西宁,青海,西部,630,1000,0.7937253933193772,1,0.0,0.0,8.7685324322,6.959806853581661,-0.522321135,-0.4145795483168985,3.5570441798,2.8233162906661566,165.0,165.0,67.0,118.0,128.0,176.0,164.0,126.0
西安,陕西,西部,13645,1000,1.0,0,0.010773177,0.010773177,9.1840894435,9.1840894435,0.4559406007,0.4559406007,3.9502356666,3.9502356666,20.0,14.0,20.0,8.0,9.0,5.0,24.0,24.0
许昌,河南,中部,660,1000,0.812403840463596,1,0.003030303,0.0024618297949683563,8.4424289372,6.858661691422276,-1.8697919404,-1.5190261532488394,3.6360037085,2.9539033767252776,105.0,99.0,150.0,122.0,292.0,321.0,133.0,120.0
贵港,广西,西部,236,1000,0.48579831205964474,1,0.0,0.0,8.2746054932,4.0197893815560235,-1.5563690818,-0.7560814728802592,3.5103473068,1.7053207963865598,165.0,165.0,203.0,216.0,271.0,247.0,175.0,213.0
贵阳,贵州,西部,2909,1000,1.0,0,0.0089377793,0.0089377793,9.1251526701,9.1251526701,-0.3406986707,-0.3406986707,3.8077102894,3.8077102894,35.0,24.0,26.0,12.0,89.0,153.0,73.0,63.0
贺州,广西,西部,135,1000,0.3674234614174767,1,0.0,0.0,8.6377290136,3.1737042929630785,-0.9724732732,-0.3573094961751275,3.3334035745,1.2247706796441797,165.0,165.0,89.0,255.0,209.0,159.0,219.0,252.0
资阳,四川,西部,192,1000,0.4381780460041329,1,0.0052083333,0.0022821773083322575,8.5082011444,3.7281069524633192,-0.1915922675,-0.08395152540265113,3.5873114066,1.5718811025523256,65.0,108.0,128.0,233.0,61.0,61.0,152.0,220.0
赣州,江西,中部,1738,1000,1.0,0,0.00287687,0.00287687,8.2721127696,8.2721127696,-0.833038862,-0.833038862,3.8134415138,3.8134415138,112.0,91.0,205.0,68.0,191.0,257.0,70.0,61.0
赤峰,内蒙古,西部,323,1000,0.5683308895353129,1,0.0,0.0,7.7149104046,4.384621892931559,-1.1404980791,-0.6481802878082186,3.0386305132,1.7269475825361003,165.0,165.0,319.0,203.0,240.0,227.0,289.0,211.0
辽源,吉林,东北,54,1000,0.232379000772445,1,0.0,0.0,8.1601467432,1.8962467463413375,-1.4173412245,-0.32936033750290367,2.8571097487,0.6639323085001174,165.0,165.0,237.0,311.0,256.0,152.0,313.0,308.0
辽阳,辽宁,东北,100,1000,0.31622776601683794,1,0.0,0.0,7.8259668657,2.4747880188621063,-0.6102343626,-0.19297304923170702,3.1518612032,0.996706027083079,165.0,165.0,308.0,294.0,148.0,102.0,263.0,283.0
达州,四川,西部,262,1000,0.5118593556827891,1,0.0,0.0,8.618446399,4.411432420778794,-0.3709728622,-0.18988593022149208,3.4602594734,1.7711661845497908,165.0,165.0,95.0,201.0,97.0,101.0,188.0,206.0
运城,山西,中部,398,1000,0.6308724118235002,1,0.0,0.0,8.0644432127,5.0876347396097055,-2.3523305389,-1.4840204404819168,3.2573875019,2.054995909567379,165.0,165.0,264.0,165.0,313.0,317.0,245.0,178.0
连云港,江苏,东部,1187,1000,1.0,0,0.00168492,0.00168492,8.3543506565,8.3543506565,-1.052941476,-1.052941476,3.8377889616,3.8377889616,144.0,135.0,175.0,59.0,230.0,289.0,57.0,53.0
迪庆,云南,西部,35,1000,0.18708286933869708,1,0.0,0.0,8.6789437887,1.6236817068192586,-0.4737730563,-0.08863482278796808,3.1305830477,0.5856784592667992,165.0,165.0,83.0,318.0,113.0,64.0,269.0,317.0
通化,吉林,东北,98,1000,0.31304951684997057,1,0.0,0.0,7.9131464852,2.4772066839549027,-1.4933270821,-0.4674853215503813,3.1374763971,0.9821854702403414,165.0,165.0,290.0,292.0,264.0,186.0,266.0,288.0
通辽,内蒙古,西部,230,1000,0.47958315233127197,1,0.0,0.0,8.1009679088,3.885087726636776,-1.0253961738,-0.4917627294194288,3.1321900384,1.5021455723164798,165.0,165.0,249.0,221.0,225.0,193.0,268.0,226.0
遂宁,四川,西部,512,1000,0.7155417527999327,1,0.0,0.0,8.4457870509,6.04331327017596,-0.3133465092,-0.22421251042670826,3.7344155342,2.6721302370247653,165.0,165.0,147.0,134.0,82.0,112.0,102.0,132.0
遵义,贵州,西部,422,1000,0.6496152707564686,1,0.0,0.0,8.4731712975,5.504301466591401,-2.0191111761,-1.3116454533496134,3.2602603842,2.1179149322186714,165.0,165.0,140.0,152.0,301.0,307.0,243.0,169.0
邢台,河北,东部,453,1000,0.6730527468185536,1,0.0,0.0,8.2337857383,5.541772107878248,-2.6447077178,-1.7800277939975182,3.3027551477,2.222928424228603,165.0,165.0,213.0,150.0,317.0,331.0,229.0,160.0
那曲,西藏,西部,6,1000,0.07745966692414834,1,0.0,0.0,7.1615809323,0.5547336736662897,-0.2633929888,-0.020402333182603934,2.1639556569,0.1676192844221006,165.0,165.0,341.0,340.0,72.0,43.0,336.0,339.0
邯郸,河北,东部,713,1000,0.844393273303382,1,0.0042075736,0.003552846844768895,8.205754599,6.928883985773891,-2.2689983403,-1.9159269356858581,3.4044658621,2.874708073148239,79.0,70.0,223.0,120.0,312.0,336.0,205.0,123.0
邵阳,湖南,中部,345,1000,0.5873670062235365,1,0.0028985507,0.0017025130470461362,8.1669863706,4.797018334367748,-1.1535725158,-0.6775704350671994,3.5114251169,2.0624952584916847,110.0,133.0,234.0,185.0,241.0,235.0,174.0,177.0
郑州,河南,中部,7795,1000,1.0,0,0.0087235407,0.0087235407,9.2645586244,9.2645586244,0.3971680746,0.3971680746,3.8779633009,3.8779633009,37.0,25.0,14.0,5.0,14.0,9.0,45.0,43.0
郴州,湖南,中部,531,1000,0.7286974680894672,1,0.0,0.0,8.1591683547,5.945565321785594,-1.0106258861,-0.7364405243867442,3.4832588122,2.538241877150465,165.0,165.0,238.0,140.0,222.0,245.0,183.0,138.0
鄂尔多斯,内蒙古,西部,290,1000,0.5385164807134504,1,0.0,0.0,8.1973403276,4.414402864429594,-0.8718084168,-0.4694832004715009,3.6429943427,1.9618124926898135,165.0,165.0,226.0,199.0,196.0,187.0,131.0,188.0
鄂州,湖北,中部,790,1000,0.8888194417315589,1,0.0037974684,0.0033752637432812363,7.907850864,7.028651590236906,-1.2379675323,-1.1003296109406815,3.7404484039,3.3245832621800986,86.0,78.0,294.0,117.0,248.0,292.0,99.0,105.0
酒泉,甘肃,西部,201,1000,0.4483302354291979,1,0.0,0.0,8.5962101992,3.8539409424062083,-2.21518368,-0.993133820773317,3.3285054286,1.4922696224316014,165.0,165.0,106.0,226.0,309.0,280.0,221.0,227.0
重庆,重庆,西部,22024,1000,1.0,0,0.010851798,0.010851798,8.9731410699,8.9731410699,0.3060287917,0.3060287917,3.9988189054,3.9988189054,19.0,13.0,45.0,21.0,18.0,13.0,13.0,13.0
金华,浙江,东部,3097,1000,1.0,0,0.0048433968,0.0048433968,8.5701215775,8.5701215775,-0.232163298,-0.232163298,3.8929747377,3.8929747377,72.0,54.0,110.0,48.0,67.0,114.0,37.0,37.0
金昌,甘肃,西部,52,1000,0.22803508501982758,1,0.0,0.0,7.4484321328,1.6985038546674636,-2.1103023813,-0.4812229829372901,2.8991300738,0.661103372862522,165.0,165.0,332.0,315.0,306.0,189.0,307.0,309.0
钦州,广西,西部,335,1000,0.5787918451395113,1,0.0029850746,0.0017277368356130888,8.5662004007,4.958046935755974,-1.1944831477,-0.6913571050453344,3.6157121382,2.0927446999621058,108.0,131.0,112.0,170.0,245.0,237.0,143.0,172.0
铁岭,辽宁,东北,109,1000,0.3301514803843836,1,0.0091743119,0.003028912655293067,7.9273599597,2.6172296262348427,-0.5428059487,-0.17920818752475476,3.3385369144,1.1022229046070722,33.0,86.0,288.0,285.0,131.0,96.0,217.0,266.0
铜仁,贵州,西部,186,1000,0.4312771730569565,1,0.0,0.0,7.556969487,3.2591484372310386,-2.0041057305,-0.8643250539572868,3.2640404656,1.4077061447474801,165.0,165.0,327.0,249.0,300.0,262.0,240.0,238.0
铜川,陕西,西部,128,1000,0.35777087639996635,1,0.0,0.0,7.8453115331,2.8068239828279506,-2.7073398019,-0.9686073336382742,3.0612687221,1.095232793601522,165.0,165.0,304.0,272.0,318.0,278.0,285.0,269.0
铜陵,安徽,中部,408,1000,0.6387487769068525,1,0.0049019608,0.003131121465445336,8.3083217851,5.306930378381183,-0.9105719062,-0.5816266913709912,3.8106203747,2.434029103595957,71.0,82.0,193.0,159.0,203.0,217.0,72.0,143.0
银川,宁夏,西部,1049,1000,1.0,0,0.0047664442,0.0047664442,8.5910716439,8.5910716439,-0.9251934669,-0.9251934669,3.7656059308,3.7656059308,74.0,56.0,107.0,47.0,205.0,271.0,90.0,72.0
锡林郭勒盟,内蒙古,西部,43,1000,0.2073644135332772,1,0.0,0.0,8.1541404873,1.6908785600169156,-0.3168301047,-0.06569928885080231,2.8785677243,0.5969125079652898,165.0,165.0,240.0,316.0,84.0,53.0,312.0,315.0
锦州,辽宁,东北,176,1000,0.41952353926806063,1,0.0,0.0,8.3567890745,3.5058697294509007,-1.072652475,-0.4500029627166449,3.0133868465,1.2641867150275001,165.0,165.0,172.0,241.0,234.0,184.0,295.0,248.0
镇江,江苏,东部,2842,1000,1.0,0,0.0021111893,0.0021111893,8.0896670032,8.0896670032,-0.6771323768,-0.6771323768,3.8427297086,3.8427297086,134.0,111.0,255.0,83.0,158.0,234.0,53.0,50.0
长春,吉林,东北,3102,1000,1.0,0,0.0058027079,0.0058027079,8.5977831587,8.5977831587,-0.373833414,-0.373833414,3.7825405353,3.7825405353,57.0,44.0,104.0,46.0,98.0,163.0,83.0,68.0
长沙,湖南,中部,13590,1000,1.0,0,0.0091979397,0.0091979397,9.0869690514,9.0869690514,0.3819362384,0.3819362384,3.9596905719,3.9596905719,32.0,22.0,33.0,14.0,17.0,12.0,20.0,20.0
长治,山西,中部,299,1000,0.5468089245796927,1,0.0,0.0,8.1552396032,4.459357797115511,-2.6179446773,-1.4315155136035436,3.0881284354,1.6886161887250428,165.0,165.0,239.0,197.0,315.0,313.0,279.0,215.0
阜新,辽宁,东北,104,1000,0.322490309931942,1,0.0,0.0,7.6060256271,2.4528695618337726,-1.0770477256,-0.3473374548402372,3.0057308149,0.9693190620690897,165.0,165.0,324.0,295.0,236.0,156.0,296.0,289.0
阜阳,安徽,中部,592,1000,0.7694153624668538,1,0.0033783784,0.00259937624118619,8.6163248939,6.629532741372245,-0.9822821124,-0.7557829475569529,3.6097824126,2.777422043417103,96.0,94.0,97.0,126.0,212.0,246.0,146.0,127.0
防城港,广西,西部,162,1000,0.40249223594996214,1,0.0,0.0,8.9794304294,3.614151031086335,-0.9754659428,-0.39261746841060985,3.4124804677,1.3734968935801455,165.0,165.0,44.0,235.0,210.0,170.0,204.0,241.0
阳江,广东,东部,812,1000,0.9011104260855048,1,0.0,0.0,8.5562658245,7.710140342816039,-0.4370370481,-0.39381864062854227,3.7336315585,3.3644143245262224,165.0,165.0,116.0,101.0,109.0,172.0,103.0,101.0
阳泉,山西,中部,135,1000,0.3674234614174767,1,0.0,0.0,7.7486968088,2.8470530029638517,-3.2830409199,-1.206266258764875,2.946162726,1.082489306686069,165.0,165.0,315.0,270.0,337.0,298.0,301.0,271.0
阿克苏,新疆,西部,241,1000,0.4909175083453431,1,0.0,0.0,7.8587037655,3.857975271383425,-1.3206272978,-0.6483190624888194,3.0998226729,1.5217572228924694,165.0,165.0,300.0,225.0,252.0,228.0,278.0,223.0
阿勒泰,新疆,西部,15,1000,0.1224744871391589,1,0.0,0.0,9.9802388277,1.2223246319488779,0.1730429082,0.021193341434863556,2.2603834427,0.27683930288252884,165.0,165.0,2.0,328.0,24.0,34.0,334.0,333.0
阿坝,四川,西部,79,1000,0.2810693864511039,1,0.0,0.0,8.501648318,2.38955307656332,-0.9856399871,-0.27703322643587097,3.1951523753,0.8980595177433583,165.0,165.0,129.0,298.0,214.0,128.0,254.0,296.0
阿拉善盟,内蒙古,西部,12,1000,0.10954451150103323,1,0.0,0.0,7.5752248695,0.8298243078398557,-1.0050520319,-0.11009793386760637,2.7516666169,0.30142997536201127,165.0,165.0,325.0,334.0,219.0,77.0,319.0,329.0
阿里,西藏,西部,7,1000,0.08366600265340755,1,0.0,0.0,7.3308486115,0.6133427993814881,-1.233413,-0.10319473533074738,1.7328679514,0.1449821346198373,165.0,165.0,336.0,338.0,247.0,72.0,340.0,340.0
陇南,甘肃,西部,98,1000,0.31304951684997057,1,0.0,0.0,8.1933317192,2.5649185360870987,-1.7553694887,-0.5495175703307149,3.1559813486,0.9879784363667485,165.0,165.0,228.0,287.0,284.0,209.0,262.0,286.0
随州,湖北,中部,438,1000,0.6618156843109719,1,0.0,0.0,8.5964292692,5.6892517194264665,-0.1640570815,-0.1085755496589834,3.8354467633,2.538358824291692,165.0,165.0,105.0,145.0,53.0,75.0,60.0,137.0
雅安,四川,西部,138,1000,0.3714835124201342,1,0.0,0.0,8.7209215988,3.2396785870628366,-0.2602977232,-0.09669631248929986,3.5922016667,1.3344436924671763,165.0,165.0,78.0,252.0,71.0,69.0,150.0,245.0
青岛,山东,东部,6538,1000,1.0,0,0.0094830223,0.0094830223,8.8602410037,8.8602410037,0.0348414089,0.0348414089,3.9628605224,3.9628605224,26.0,18.0,62.0,29.0,34.0,31.0,19.0,19.0
鞍山,辽宁,东北,403,1000,0.6348228099241552,1,0.0,0.0,7.641158828,4.8507819182677245,-1.0124430749,-0.6427219576962699,3.3759692229,2.1431422682988446,165.0,165.0,322.0,180.0,223.0,224.0,211.0,164.0
韶关,广东,东部,1001,1000,1.0,0,0.000999001,0.000999001,8.2091924852,8.2091924852,-0.926298576,-0.926298576,3.7319237232,3.7319237232,161.0,161.0,220.0,76.0,206.0,273.0,105.0,80.0
马鞍山,安徽,中部,1343,1000,1.0,0,0.0014892033,0.0014892033,7.8909136897,7.8909136897,-1.0049883426,-1.0049883426,3.7399251984,3.7399251984,149.0,142.0,295.0,94.0,218.0,282.0,100.0,77.0
驻马店,河南,中部,373,1000,0.6107372593840988,1,0.0,0.0,7.9680962009,4.866413236246515,-2.9356711272,-1.7929237386791563,3.0809317737,1.8816398278189288,165.0,165.0,281.0,179.0,330.0,332.0,281.0,197.0
鸡西,黑龙江,东北,35,1000,0.18708286933869708,1,0.0,0.0,7.9694683587,1.490951007649553,-0.8282574856,-0.15495278695730258,2.4909549396,0.46601499749376885,165.0,165.0,280.0,320.0,189.0,90.0,327.0,324.0
鹤壁,河南,中部,336,1000,0.5796550698475775,1,0.0,0.0,7.6929501971,4.459257583833936,-3.0516168785,-1.768885194854964,3.4311879185,1.9889054725582818,165.0,165.0,320.0,198.0,333.0,329.0,198.0,186.0
鹤岗,黑龙江,东北,32,1000,0.17888543819998318,1,0.0,0.0,7.3998684122,1.3237287035386107,-1.5703010753,-0.2809039959609453,2.4777720048,0.4432373308382988,165.0,165.0,334.0,326.0,274.0,133.0,328.0,326.0
鹰潭,江西,中部,314,1000,0.5603570290448759,1,0.0,0.0,8.0934049506,4.535196352975307,-1.7525474783,-0.9820522982002772,3.5645099112,1.9973981838410466,165.0,165.0,252.0,193.0,283.0,279.0,162.0,185.0
黄冈,湖北,中部,879,1000,0.9375499986667378,1,0.0011376564,0.0010666097563032059,8.4874791368,7.957436053390804,-0.6031922692,-0.5655229111842466,3.8261165454,3.5871755620385537,158.0,158.0,132.0,92.0,146.0,213.0,64.0,93.0
黄南,青海,西部,2,1000,0.044721359549995794,1,0.0,0.0,7.7169995779,0.3451147127704317,-0.1825828843,-0.008165354816455582,1.0986122887,0.049131435168996485,165.0,165.0,318.0,343.0,58.0,37.0,342.0,342.0
黄山,安徽,中部,312,1000,0.5585696017507576,1,0.0032051282,0.0017902871822341225,8.2402344341,4.602744466188117,-0.7048464072,-0.39370577696515635,3.7295126084,2.0831923723984174,102.0,126.0,210.0,191.0,165.0,171.0,106.0,175.0
黄石,湖北,中部,965,1000,0.982344135219425,1,0.0051813472,0.00508986603445559,8.0575979609,7.915334100846113,-0.9050682341,-0.8890884717415366,3.769064537,3.702518443185468,66.0,51.0,266.0,93.0,202.0,264.0,88.0,82.0
黑河,黑龙江,东北,34,1000,0.18439088914585774,1,0.0,0.0,7.9849533586,1.472352649580457,-1.4323165258,-0.26410611773056786,2.8928987189,0.5334241669868838,165.0,165.0,275.0,321.0,258.0,120.0,309.0,320.0
黔东南,贵州,西部,118,1000,0.34351128074635334,1,0.0,0.0,8.5586934173,2.940007737292107,-1.526929765,-0.5245175991848783,3.3132756761,1.1381475709628508,165.0,165.0,114.0,267.0,267.0,203.0,227.0,264.0
黔南,贵州,西部,184,1000,0.4289522117905443,1,0.0,0.0,8.3446780759,3.5794681173373686,-1.3733295507,-0.5890927482900795,3.5797120822,1.5355254152330249,165.0,165.0,182.0,237.0,255.0,218.0,156.0,222.0
黔西南,贵州,西部,101,1000,0.3178049716414141,1,0.0,0.0,8.4756901911,2.693616480823947,-1.6471460351,-0.5234711989742231,3.2730005416,1.040175844305521,165.0,165.0,138.0,282.0,277.0,202.0,237.0,279.0
齐齐哈尔,黑龙江,东北,155,1000,0.39370039370059057,1,0.0,0.0,8.2770767698,3.2586883829602726,-0.8248736248,-0.32475307083699323,2.9729475833,1.1704506339964291,165.0,165.0,202.0,250.0,188.0,149.0,298.0,257.0
龙岩,福建,东部,281,1000,0.5300943312279429,1,0.0035587189,0.0018864567153237407,8.0911006551,4.289046590663205,-0.5070140678,-0.26876528319359994,3.6614866988,1.9409333429003945,90.0,122.0,253.0,208.0,122.0,125.0,126.0,191.0
