crawl_time,crawl_date,publish_time,publish_date,source_site,source_file,keyword,city,city_clean,job_title,company_name,salary,salary_avg,experience,education,raw_tags,skills,job_url
2026-04-18T12:24:32,2026-04-18,2026-04-13 14:26:25,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,东莞·万江区,东莞,人力资源实习生,东莞市骏安押运,3千及以下,3000,无需经验,本科,"无需经验,本科,招聘,人力资源管理,行政管理,培训计划,绩效管理,员工关系,企业管理,心理学,筛选简历,人事档案管理,带薪年假,专业培训,年终奖金,节日福利",,https://jobs.51job.com/dongguan-wjq/151972359.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-15 09:06:46,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,西安·莲湖区,西安,高级人力资源专员,陕西绿洲保险代理,6-8千,7000,5年及以上,本科,"5年及以上,本科,培训,人力资源,人力资源管理,绩效管理,入职,企业文化建设,员工招聘,劳动法,维护员工关系,人事政策法规,培训,员工旅游,交通补贴,餐饮补贴,专业培训,出国机会,绩效奖金,年终奖金,股票期权,弹性工作,定期体检",,https://jobs.51job.com/xian-lhq/167490910.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-13 10:55:14,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,宁波,宁波,人力资源专业经理,宁波人才服务,20-40万/年,25000,6年及以上,本科,"6年及以上,本科,培训,招聘,人力资源,人力资源管理,人力资源规划,员工关系管理,激励机制,团队发展,搭建人才梯队,员工绩效评估,培训",,https://jobs.51job.com/ningbo/168576273.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-07 12:57:04,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,苏州·虎丘区,苏州,人力资源主管/党务管理,苏州电加工机床研究所,7千-1万,7000,3年及以上,本科,"3年及以上,本科,五险一金,补充医疗保险,员工旅游,交通补贴,餐饮补贴,绩效奖金,年终奖金,定期体检,周末双休,节日福利,工作餐",,https://jobs.51job.com/suzhou-hq/171454336.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-16 18:03:07,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,连云港·连云区,连云港,人力资源专员（驻连云港）,浙江科菲科技,7.5千-1万,7500,5年及以上,大专,"5年及以上,大专,人力资源,人力资源管理,企业管理,法律法规,office软件,保障支持,招聘模块,数据处理,地方性政策,带薪年假,带薪病假,员工旅游,绩效奖金,项目奖金,股票期权,专业培训,出国机会,免费工作餐,租房补贴",,https://jobs.51job.com/lianyungang-lyq/171563078.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-13 15:06:52,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,北京·海淀区,北京,人力资源经理-薪酬福利方向,赛尔网络,1.5-1.8万·13薪,16500,5年及以上,本科,"5年及以上,本科,管理,人力资源管理,经济,统计,it,核算,经济学,企业管理,工资核算,风险控制,五险一金,定期体检,带薪年假,交通补贴,补充医疗保险,社保,公积金",,https://jobs.51job.com/beijing-hdq/171565909.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-18 08:47:50,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,北京,北京,央企人力资源客户服务岗（乙方）,北京中科航天人才服务,6-8千,7000,3-4年,本科,"3-4年,本科,人力资源服务,员工关系,入转调离,社保公积金,人力资源项目,薪酬核算,劳动纠纷处理",,https://jobs.51job.com/beijing/169703064.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-03 10:04:36,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,上海,上海,公司直属-人力资源部-招聘与雇主品牌经理(J16483),国金证券,1.5-1.8万·20薪,16500,5年及以上,硕士,"5年及以上,硕士,五险一金,绩效奖金,年终奖金,带薪年假,交通补贴,周末双休,校招",,https://jobs.51job.com/shanghai/171417173.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-16 07:37:29,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,成都·双流区,成都,高级人力资源专员,成都派斯光学,5-8千,6500,2年及以上,本科,"2年及以上,本科,培训",,https://jobs.51job.com/chengdu-slq/164327238.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
2026-04-18T12:24:32,2026-04-18,2026-04-09 17:19:47,2026-20-06,job51,jobs_raw_2026-04-18_122424.csv,人力资源,广州,广州,人力资源管培生,名创优品（广州）,7千-1.2万,7000,1年,本科,"1年,本科,办公软件,excel,人力资源,sap,人力资源管理,归档,工商管理,心理学,hr,bp",Excel,https://jobs.51job.com/guangzhou/171515106.html?s=sou_sou_soulb&t=0_0&req=fe985b23fb2943e48aea4d0f568f1f49
