crawl_time,crawl_date,publish_time,publish_date,source_site,source_file,keyword,city,city_clean,job_title,company_name,salary,salary_avg,experience,education,raw_tags,skills,job_url
2026-04-18T19:19:13,2026-04-18,2026-04-18 14:07:45,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,东莞·东坑镇,东莞,自动化工程师,东莞新能德科技,20-28万/年,20000,3年及以上,本科,"3年及以上,本科,自动化,团队管理,英语四级,投资,工业工程,项目推动,设备规划,五险一金,免费班车,员工旅游,餐饮补贴,专业培训,年终奖金,定期体检",,https://jobs.51job.com/dongguan-dkz/171674335.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-04-10 15:38:07,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,南昌·红谷滩区,南昌,信息技术管理岗（江西分公司）(J11130),南京证券,8千-1.5万,8000,1年及以上,本科,"1年及以上,本科,计算机,信息技术,运维管理,证券从业资格,工会福利",,https://jobs.51job.com/nanchang-hgtq/171533310.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-02-26 11:49:03,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,重庆,重庆,运维工程师 24/25优先,上海好课汇学文化传媒,6-8千,7000,无需经验,本科,"无需经验,本科,计算机,linux,测试,网络,服务器,技术文档,部署,应用系统,处理突发故障,维护监控,五险一金,年终奖金,绩效奖金,有餐补",Linux,https://jobs.51job.com/chongqing/168887732.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-02-27 15:46:44,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,成都,成都,linux运维工程师,四川任由行通信科技,5-7.5千,6250,无需经验,大专,"无需经验,大专,linux,系统测试,自动化运维,服务器部署,上线支持,系统性能,服务器系统,安全性,服务器故障,维护监控,五险一金,年终奖金,定期体检,绩效奖金,餐饮补贴,通讯补贴,员工旅游,交通补贴,带薪年假,周末双休,补充医疗保险,节日福利,弹性工作,补充公积金,做五休二",Linux,https://jobs.51job.com/chengdu/170726528.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-04-09 08:30:02,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,重庆·忠县,重庆,it技术支持,康里波原（重庆）科技,1-1.2万,11000,无需经验,大专,"无需经验,大专,解决方案,运维,系统部署,问题解答,it技术,技术支持,年终奖金,带薪年假,交通补贴,节假日福利,社保,团建,生日福利",,https://jobs.51job.com/chongqing-zx/171495216.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-04-17 13:57:15,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,成都·武侯区,成都,桌面运维工程师（成都）,武汉江星秉鉴科技,5-6千,5500,2年及以上,本科,"2年及以上,本科,调试,软件开发,安装调试,维护,操作系统,打印机,视频会议系统,桌面运维,硬件维护,安装及维护,五险一金,周末双休,节日福利,专业培训,带薪年假,带薪病假,绩效奖金,年终奖金,定期团建",,https://jobs.51job.com/chengdu-whq/167152381.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-04-18 04:27:00,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,上海,上海,运维工程师,上海数讯信息技术,8千-1.2万,8000,1年,大专,"1年,大专",,https://jobs.51job.com/shanghai/159407754.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-04-15 12:21:28,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,济南,济南,运维工程师,济南迁赫教育科技,7-8千·13薪,7500,1年及以上,本科,"1年及以上,本科,计算机,linux,windows,服务器,网络设备,应用系统,处理突发故障,维护监控,系统异常,系统平台,五险一金,年终奖金,绩效奖金",Linux,https://jobs.51job.com/jinan/171611760.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-04-09 17:15:05,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,重庆·忠县,重庆,桌面运维工程师,康里波原（重庆）科技,9千-1.2万,9000,无需经验,本科,"无需经验,本科,计算机,办公软件,linux,电脑,windows,网络设备,打印机,it运维,it基础设施,技术支持,年终奖金,带薪年假,交通补贴,节日福利,定期团建,社保",Linux,https://jobs.51job.com/chongqing-zx/171514952.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
2026-04-18T19:19:13,2026-04-18,2026-04-08 09:41:24,2026-20-06,job51,jobs_raw_2026-04-18_191857.csv,运维开发,石家庄·桥西区,石家庄,系统管理员,微宝云信息技术开发河北,7千-1.2万,7000,无需经验,本科,"无需经验,本科,培训,需求分析,项目管理,erp,解决方案,维护,二次开发,管理模式,标准化建设,erp系统管理,培训",,https://jobs.51job.com/shijiazhuang-qxq/161873376.html?s=sou_sou_soulb&t=0_0&req=1167c174d4ce4a2ca071a8885a6c5cb7
