crawl_time,crawl_date,publish_time,publish_date,source_site,source_file,keyword,city,city_clean,job_title,company_name,salary,salary_avg,experience,education,raw_tags,skills,job_url
2026-04-17T22:32:50,2026-04-17,2026-04-17 11:34:39,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,成都·青白江区,成都,电气工程师,福融新材料（四川）,6千-1万,6000,3年及以上,大专,"3年及以上,大专,自动化,日常管理,技术指导,通信工程,任务分配,进度跟踪,电子工程,绩效评估,五险一金,餐补,提供住宿,高温补贴,晋升通道,节日补贴",,https://jobs.51job.com/chengdu-qbjq/168995004.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-17 08:25:59,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,佛山·三水区,佛山,plc电气工程师,广东高乐新材料,8-9千,8500,3年及以上,大专,"3年及以上,大专,办公软件,cad,电气自动化,电子电气,绘制图纸,电柜图纸,汇川plc,机电一体化,带薪年假,节日福利,提供吃住",,https://jobs.51job.com/foshan-ssq/162495622.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-17 16:45:14,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,东莞·大朗镇,东莞,电气工程师（非标自动化）,深圳市日联科技,1.3-2万·13薪,16500,3年及以上,本科,"3年及以上,本科,非标锂电设备,五险一金,新能源,定期体检,节日福利,年底双薪,绩效奖金,包住,项目奖,购买五险,年度体检,医疗保险,生育保险,工伤保险,绩效奖,公积金",,https://jobs.51job.com/dongguan-dlz/167892861.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-16 08:25:05,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,昆山,昆山,初级电气工程师,昆山标新智能科技,1.3-1.7万·13薪,15000,3年及以上,大专,"3年及以上,大专,基恩士,五险一金,年终奖金,绩效奖金,专业培训,节日福利,带薪年假,包吃,生日福利,团建活动",,https://jobs.51job.com/kunshan/168651734.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-17 08:35:47,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,无锡,无锡,Intelligence Engineer电气工程师（智能制造）,无锡布勒机械制造,1.3-1.9万·13薪,16000,5-7年,本科,"5-7年,本科,智能制造,五险一金,年终奖金,定期体检,餐饮补贴,带薪年假,通讯补贴,交通补贴,节日福利,免费班车,周末双休",,https://jobs.51job.com/wuxi/171280352.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-17 10:28:52,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,苏州·苏州工业园区,苏州,plc电气工程师,苏州艾微视图像科技,1.2-1.8万,15000,5年及以上,大专,"5年及以上,大专,调试,plc,伺服,hmi,调试设备,设备组装,tcp/ip,ethercat,rs232,五险一金,餐饮补贴,专业培训,出国机会,年终奖金,弹性工作,定期体检,商业险,节日福利,双休",,https://jobs.51job.com/suzhou-gyyq/165797863.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-16 08:59:49,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,深圳·宝安区,深圳,电气工程师,广东新巨能能源科技,1.5-2.5万,20000,1-3年,本科,"1-3年,本科,调试,自动化,装配,设计方案,bom表,安全,电气设计,光伏,图纸绘制,can,新能源,五险一金,员工旅游,专业培训,周末双休,绩效奖金,年终奖金,股票期权,定期体检",,https://jobs.51job.com/shenzhen-baq/170782047.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-17 15:54:35,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,武汉·江夏区,武汉,电气工程师（赤壁市）,赤壁市万皇智能设备,8千-1.2万,8000,1-3年,大专,"1-3年,大专,plc,电气,bom,电气设计,三菱,伺服,选型,电气工程,触摸屏,非标自动化,员工旅游,专业培训,包食宿,高额项目奖金,提供食宿,六险,带薪年假,做六休一,年终奖金",,https://jobs.51job.com/wuhan-jxq/170218358.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-15 16:12:22,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,深圳·光明区,深圳,电气工程师,深圳市智佳能自动化,1.5-2.5万,20000,5年及以上,大专,"5年及以上,大专,五险一金,交通补贴,餐饮补贴,专业培训,年终奖金,通讯补贴,项目奖金,包住",,https://jobs.51job.com/shenzhen-gmq/142187525.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
2026-04-17T22:32:50,2026-04-17,2026-04-16 15:30:48,2026-20-06,job51,jobs_raw_2026-04-17_223208.csv,电气工程师,南京·雨花台区,南京,电气工程师,南京简岱自动化科技,4-8千,6000,1年,大专,"1年,大专,电气工程师,电气,五险一金,出差补贴,周末双休,节日福利,交通补贴,高温补贴,通讯补贴",,https://jobs.51job.com/nanjing-yhtq/163897189.html?s=sou_sou_soulb&t=0_0&req=f382f1f50db34b46bc6d9fd8aa1a47e1
